,Query Strain ID,Query allele name,Array Strain ID,Array allele name,Arraytype/Temp,Genetic interaction score (ε),P-value,Query single mutant fitness (SMF),Array SMF,Double mutant fitness,Double mutant fitness standard deviation,Query Systematic Name,Array Systematic Name,Temperature,query_perturbation_type,array_perturbation_type,combined_name
1436818,YBR088C_tsq1480,pol30-k242r,YGL113W_tsa1119,sld3-5001,TSA26,0.0254,0.3052,1.1038,0.7931,0.9009,0.0443,YBR088C,YGL113W,26,temperature sensitive,temperature sensitive,YBR088C_YGL113W
1437539,YBR088C_tsq1482,pol30-k253r,YGL113W_tsa1119,sld3-5001,TSA26,-0.0142,0.4047,0.9556,0.7931,0.7437,0.077,YBR088C,YGL113W,26,temperature sensitive,temperature sensitive,YBR088C_YGL113W
1438260,YBR088C_tsq1483,pol30-k108r,YGL113W_tsa1119,sld3-5001,TSA26,-0.0664,0.1893,1.0595,0.7931,0.7739,0.0844,YBR088C,YGL113W,26,temperature sensitive,temperature sensitive,YBR088C_YGL113W
1442608,YBR102C_tsq24,exo84-102,YGL113W_tsa1119,sld3-5001,TSA26,0.0905,0.001557,0.7753,0.7931,0.7054,0.0291,YBR102C,YGL113W,26,temperature sensitive,temperature sensitive,YBR102C_YGL113W
1689670,YGL113W_tsq1382,sld3-5001,YBR102C_tsa24,exo84-102,TSA26,0.055,0.1091,1.0478,0.7753,0.8674,0.0395,YGL113W,YBR102C,26,temperature sensitive,temperature sensitive,YBR102C_YGL113W
1689673,YGL113W_tsq1382,sld3-5001,YBR109C_tsa157,cmd1-8,TSA26,0.0685,0.07039,1.0478,0.9359,1.0491,0.0426,YGL113W,YBR109C,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1444798,YBR109C_tsq157,cmd1-8,YGL113W_tsa1119,sld3-5001,TSA26,0.0995,0.006862,0.9359,0.7931,0.8418,0.0392,YBR109C,YGL113W,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1443338,YBR109C_tsq1085,cmd1-3,YGL113W_tsa1119,sld3-5001,TSA26,0.102,0.0005702,0.7812,0.7931,0.7216,0.0291,YBR109C,YGL113W,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1444068,YBR109C_tsq154,cmd1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.1045,0.0004173,0.8809,0.7931,0.8031,0.029,YBR109C,YGL113W,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1689671,YGL113W_tsq1382,sld3-5001,YBR109C_tsa154,cmd1-1,TSA26,0.0678,0.002806,1.0478,0.8809,0.9908,0.0211,YGL113W,YBR109C,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1689672,YGL113W_tsq1382,sld3-5001,YBR109C_tsa155,cmd1-3,TSA26,0.0971,0.09519,1.0478,0.7812,0.9156,0.0879,YGL113W,YBR109C,26,temperature sensitive,temperature sensitive,YBR109C_YGL113W
1445519,YBR110W_tsq1087,alg1-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0284,0.2466,0.9967,0.7931,0.7621,0.0377,YBR110W,YGL113W,26,temperature sensitive,temperature sensitive,YBR110W_YGL113W
1689674,YGL113W_tsq1382,sld3-5001,YBR110W_tsa177,alg1-1,TSA26,0.0103,0.4491,1.0478,0.9967,1.0546,0.0475,YGL113W,YBR110W,26,temperature sensitive,temperature sensitive,YBR110W_YGL113W
1446252,YBR121C_tsq1300,grs1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0495,0.1078,0.8902,0.7931,0.7555,0.0391,YBR121C,YGL113W,26,temperature sensitive,temperature sensitive,YBR121C_YGL113W
1689675,YGL113W_tsq1382,sld3-5001,YBR121C_tsa1071,grs1-5001,TSA26,0.0048,0.4968,1.0478,0.8902,0.9376,0.0531,YGL113W,YBR121C,26,temperature sensitive,temperature sensitive,YBR121C_YGL113W
1446978,YBR123C_tsq568,tfc1-e447k,YGL113W_tsa1119,sld3-5001,TSA26,0.0304,0.329,0.9402,0.7931,0.7761,0.07,YBR123C,YGL113W,26,temperature sensitive,temperature sensitive,YBR123C_YGL113W
1689676,YGL113W_tsq1382,sld3-5001,YBR123C_tsa568,tfc1-e447k,TSA26,-0.0095,0.3807,1.0478,0.9402,0.9756,0.0311,YGL113W,YBR123C,26,temperature sensitive,temperature sensitive,YBR123C_YGL113W
1689677,YGL113W_tsq1382,sld3-5001,YBR135W_tsa923,cks1-35,TSA26,-0.2022,1.758e-08,1.0478,0.5812,0.4068,0.0288,YGL113W,YBR135W,26,temperature sensitive,temperature sensitive,YBR135W_YGL113W
1447720,YBR135W_tsq1105,cks1-38,YGL113W_tsa1119,sld3-5001,TSA26,0.0584,0.04329,0.7246,0.7931,0.6331,0.0308,YBR135W,YGL113W,26,temperature sensitive,temperature sensitive,YBR135W_YGL113W
1448461,YBR136W_tsq1490,mec1-4ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.3945,2.626e-09,1.0008,0.7931,0.3993,0.1317,YBR136W,YGL113W,26,temperature sensitive,temperature sensitive,YBR136W_YGL113W
1449193,YBR142W_tsq1361,mak5-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0729,0.00619,0.7052,0.7931,0.6322,0.0263,YBR142W,YGL113W,26,temperature sensitive,temperature sensitive,YBR142W_YGL113W
1689678,YGL113W_tsq1382,sld3-5001,YBR142W_tsa1109,mak5-5001,TSA26,0.0024,0.4856,1.0478,0.7052,0.7413,0.0351,YGL113W,YBR142W,26,temperature sensitive,temperature sensitive,YBR142W_YGL113W
1449921,YBR143C_tsq1215,sup45-ts,YGL113W_tsa1119,sld3-5001,TSA26,0.0524,0.004868,0.4272,0.7931,0.3912,0.0189,YBR143C,YGL113W,26,temperature sensitive,temperature sensitive,YBR143C_YGL113W
1689679,YGL113W_tsq1382,sld3-5001,YBR152W_tsa1075,spp381-5001,TSA26,0.0129,0.3056,1.0478,0.9479,1.0061,0.0146,YGL113W,YBR152W,26,temperature sensitive,temperature sensitive,YBR152W_YGL113W
1450653,YBR152W_tsq1304,spp381-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0334,0.2287,0.9479,0.7931,0.7852,0.0413,YBR152W,YGL113W,26,temperature sensitive,temperature sensitive,YBR152W_YGL113W
1451385,YBR153W_tsq1302,rib7-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0279,0.255,1.0171,0.7931,0.7788,0.0381,YBR153W,YGL113W,26,temperature sensitive,temperature sensitive,YBR153W_YGL113W
1689680,YGL113W_tsq1382,sld3-5001,YBR153W_tsa1073,rib7-5001,TSA26,0.0292,0.01075,1.0478,1.0171,1.0949,0.0095,YGL113W,YBR153W,26,temperature sensitive,temperature sensitive,YBR153W_YGL113W
1452128,YBR154C_tsq1373,rpb5-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0181,0.3207,0.8753,0.7931,0.7122,0.0281,YBR154C,YGL113W,26,temperature sensitive,temperature sensitive,YBR154C_YGL113W
1689681,YGL113W_tsq1382,sld3-5001,YBR154C_tsa1110,rpb5-5001,TSA26,0.0281,0.3291,1.0478,0.8753,0.9452,0.0529,YGL113W,YBR154C,26,temperature sensitive,temperature sensitive,YBR154C_YGL113W
1689682,YGL113W_tsq1382,sld3-5001,YBR156C_tsa236,sli15-3,TSA26,0.042,0.2053,1.0478,0.9189,1.0048,0.0492,YGL113W,YBR156C,26,temperature sensitive,temperature sensitive,YBR156C_YGL113W
1452873,YBR156C_tsq236,sli15-3,YGL113W_tsa1119,sld3-5001,TSA26,0.0892,3.514e-05,0.9189,0.7931,0.818,0.02,YBR156C,YGL113W,26,temperature sensitive,temperature sensitive,YBR156C_YGL113W
1454315,YBR160W_tsq175,cdc28-13,YGL113W_tsa1119,sld3-5001,TSA26,0.0221,0.06868,1.0043,0.7931,0.8186,0.0103,YBR160W,YGL113W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1455035,YBR160W_tsq65,cdc28-td,YGL113W_tsa1119,sld3-5001,TSA26,-0.4258,3.6990000000000003e-32,0.93,0.7931,0.3118,0.0335,YBR160W,YGL113W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1453594,YBR160W_tsq150,cdc28-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.1532,0.0001909,0.9326,0.7931,0.5864,0.0368,YBR160W,YGL113W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1689686,YGL113W_tsq1382,sld3-5001,YBR160W_tsa62,cdc28-td,TSA26,-0.1388,0.07291,1.0478,0.93,0.8357,0.1042,YGL113W,YBR160W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1689685,YGL113W_tsq1382,sld3-5001,YBR160W_tsa175,cdc28-13,TSA26,0.0074,0.4559,1.0478,1.0043,1.0597,0.0245,YGL113W,YBR160W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1689684,YGL113W_tsq1382,sld3-5001,YBR160W_tsa174,cdc28-1,TSA26,0.0535,0.1368,1.0478,0.9388,1.0372,0.0468,YGL113W,YBR160W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1689683,YGL113W_tsq1382,sld3-5001,YBR160W_tsa150,cdc28-4,TSA26,0.0332,0.2876,1.0478,0.9326,1.0104,0.055,YGL113W,YBR160W,26,temperature sensitive,temperature sensitive,YBR160W_YGL113W
1455767,YBR167C_tsq1303,pop7-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0965,9.819e-10,0.859,0.7931,0.7778,0.0144,YBR167C,YGL113W,26,temperature sensitive,temperature sensitive,YBR167C_YGL113W
1689687,YGL113W_tsq1382,sld3-5001,YBR167C_tsa1074,pop7-5001,TSA26,-0.0002,0.4643,1.0478,0.859,0.8999,0.0314,YGL113W,YBR167C,26,temperature sensitive,temperature sensitive,YBR167C_YGL113W
1457253,YBR193C_tsq751,med8-39,YGL113W_tsa1119,sld3-5001,TSA26,-0.0788,0.03411,0.8229,0.7931,0.5738,0.0368,YBR193C,YGL113W,26,temperature sensitive,temperature sensitive,YBR193C_YGL113W
1456510,YBR193C_tsq741,med8-51,YGL113W_tsa1119,sld3-5001,TSA26,-0.1238,2.079e-10,0.7984,0.7931,0.5094,0.0148,YBR193C,YGL113W,26,temperature sensitive,temperature sensitive,YBR193C_YGL113W
1689689,YGL113W_tsq1382,sld3-5001,YBR193C_tsa751,med8-39,TSA26,0.0032,0.4931,1.0478,0.8229,0.8654,0.0467,YGL113W,YBR193C,26,temperature sensitive,temperature sensitive,YBR193C_YGL113W
1689688,YGL113W_tsq1382,sld3-5001,YBR193C_tsa741,med8-51,TSA26,-0.1076,0.01771,1.0478,0.7984,0.729,0.0404,YGL113W,YBR193C,26,temperature sensitive,temperature sensitive,YBR193C_YGL113W
1689690,YGL113W_tsq1382,sld3-5001,YBR196C_tsa91,pgi1-2,TSA26,-0.0576,0.1544,1.0478,0.9506,0.9384,0.0503,YGL113W,YBR196C,26,temperature sensitive,temperature sensitive,YBR196C_YGL113W
1457984,YBR196C_tsq94,pgi1-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0266,0.08119,0.9506,0.7931,0.7805,0.0138,YBR196C,YGL113W,26,temperature sensitive,temperature sensitive,YBR196C_YGL113W
1689691,YGL113W_tsq1382,sld3-5001,YBR198C_tsa509,taf5-3,TSA26,0.0081,0.4092,1.0478,0.8717,0.9215,0.0132,YGL113W,YBR198C,26,temperature sensitive,temperature sensitive,YBR198C_YGL113W
1459237,YBR198C_tsq513,taf5-20,YGL113W_tsa1119,sld3-5001,TSA26,0.0265,0.2862,0.7972,0.7931,0.6588,0.0478,YBR198C,YGL113W,26,temperature sensitive,temperature sensitive,YBR198C_YGL113W
1689693,YGL113W_tsq1382,sld3-5001,YBR198C_tsa513,taf5-20,TSA26,-0.0483,0.2901,1.0478,0.7972,0.787,0.0881,YGL113W,YBR198C,26,temperature sensitive,temperature sensitive,YBR198C_YGL113W
1689692,YGL113W_tsq1382,sld3-5001,YBR198C_tsa512,taf5-15,TSA26,-0.1679,7.961e-19,1.0478,0.672,0.5362,0.0144,YGL113W,YBR198C,26,temperature sensitive,temperature sensitive,YBR198C_YGL113W
1459980,YBR202W_tsq1080,cdc47-ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.3399,1.457e-19,0.7235,0.7931,0.234,0.0543,YBR202W,YGL113W,26,temperature sensitive,temperature sensitive,YBR202W_YGL113W
1689694,YGL113W_tsq1382,sld3-5001,YBR202W_tsa125,cdc47-ts,TSA26,-0.5732,7.669e-32,1.0478,0.7235,0.1848,0.0797,YGL113W,YBR202W,26,temperature sensitive,temperature sensitive,YBR202W_YGL113W
1689695,YGL113W_tsq1382,sld3-5001,YBR211C_tsa716,ame1-4,TSA26,0.0529,0.08598,1.0478,0.8906,0.9861,0.0332,YGL113W,YBR211C,26,temperature sensitive,temperature sensitive,YBR211C_YGL113W
1460708,YBR211C_tsq716,ame1-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.2834,1.309e-05,0.8906,0.7931,0.4229,0.0723,YBR211C,YGL113W,26,temperature sensitive,temperature sensitive,YBR211C_YGL113W
1689696,YGL113W_tsq1382,sld3-5001,YBR234C_tsa1070,arc40-5001,TSA26,-0.0366,0.236,1.0478,1.0232,1.0355,0.0421,YGL113W,YBR234C,26,temperature sensitive,temperature sensitive,YBR234C_YGL113W
1461456,YBR234C_tsq1299,arc40-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0121,0.3452,1.0232,0.7931,0.8237,0.0167,YBR234C,YGL113W,26,temperature sensitive,temperature sensitive,YBR234C_YGL113W
1462202,YBR236C_tsq357,abd1-8,YGL113W_tsa1119,sld3-5001,TSA26,0.0074,0.4197,0.9315,0.7931,0.7462,0.0125,YBR236C,YGL113W,26,temperature sensitive,temperature sensitive,YBR236C_YGL113W
1689697,YGL113W_tsq1382,sld3-5001,YBR236C_tsa357,abd1-8,TSA26,0.0013,0.4894,1.0478,0.9315,0.9773,0.1154,YGL113W,YBR236C,26,temperature sensitive,temperature sensitive,YBR236C_YGL113W
1462936,YBR236C_tsq78,abd1-5,YGL113W_tsa1119,sld3-5001,TSA26,-0.0201,0.3166,0.5458,0.7931,0.4128,0.0457,YBR236C,YGL113W,26,temperature sensitive,temperature sensitive,YBR236C_YGL113W
1689698,YGL113W_tsq1382,sld3-5001,YBR237W_tsa117,prp5-1,TSA26,0.0267,0.1835,1.0478,0.8162,0.8819,0.0221,YGL113W,YBR237W,26,temperature sensitive,temperature sensitive,YBR237W_YGL113W
1463656,YBR237W_tsq117,prp5-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0639,0.04097,0.8162,0.7931,0.7112,0.0355,YBR237W,YGL113W,26,temperature sensitive,temperature sensitive,YBR237W_YGL113W
1464377,YBR247C_tsq542,enp1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0312,0.3069,0.8566,0.7931,0.7106,0.0655,YBR247C,YGL113W,26,temperature sensitive,temperature sensitive,YBR247C_YGL113W
1689699,YGL113W_tsq1382,sld3-5001,YBR247C_tsa542,enp1-1,TSA26,-0.0377,0.2906,1.0478,0.8566,0.8598,0.0633,YGL113W,YBR247C,26,temperature sensitive,temperature sensitive,YBR247C_YGL113W
1465143,YBR252W_tsq2558,dut1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0415,0.03271,,0.7931,0.7516,0.0175,YBR252W,YGL113W,26,temperature sensitive,temperature sensitive,YBR252W_YGL113W
1689700,YGL113W_tsq1382,sld3-5001,YBR253W_tsa1068,srb6-5001,TSA26,-0.0377,0.3005,1.0478,0.9337,0.9406,0.063,YGL113W,YBR253W,26,temperature sensitive,temperature sensitive,YBR253W_YGL113W
1465901,YBR253W_tsq2829,srb6-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0251,0.1956,0.9337,0.7931,0.7154,0.0253,YBR253W,YGL113W,26,temperature sensitive,temperature sensitive,YBR253W_YGL113W
1689701,YGL113W_tsq1382,sld3-5001,YBR254C_tsa1174,trs20-5001,TSA26,0.0179,0.2342,1.0478,0.7318,0.7847,0.0158,YGL113W,YBR254C,26,temperature sensitive,temperature sensitive,YBR254C_YGL113W
1466656,YBR254C_tsq1398,trs20-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0625,4.794e-06,0.7318,0.7931,0.6429,0.012,YBR254C,YGL113W,26,temperature sensitive,temperature sensitive,YBR254C_YGL113W
1467399,YBR256C_tsq2938,rib5-5002,YGL113W_tsa1119,sld3-5001,TSA26,-0.0995,0.01294,,0.7931,0.6936,0.0376,YBR256C,YGL113W,26,temperature sensitive,temperature sensitive,YBR256C_YGL113W
1689702,YGL113W_tsq1382,sld3-5001,YBR265W_tsa543,tsc10-1,TSA26,-0.042,0.08054,1.0478,0.9843,0.9894,0.0237,YGL113W,YBR265W,26,temperature sensitive,temperature sensitive,YBR265W_YGL113W
1468146,YBR265W_tsq543,tsc10-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0058,0.3697,0.9843,0.7931,0.7748,0.0193,YBR265W,YGL113W,26,temperature sensitive,temperature sensitive,YBR265W_YGL113W
1469700,YCL031C_tsq2562,rrp7-5007,YGL113W_tsa1119,sld3-5001,TSA26,0.0139,0.1801,0.342,0.7931,0.2851,0.0104,YCL031C,YGL113W,26,temperature sensitive,temperature sensitive,YCL031C_YGL113W
1470469,YCL043C_tsq3063,pdi1-5001-supp1,YGL113W_tsa1119,sld3-5001,TSA26,0.0372,0.2705,0.9247,0.7931,0.7706,0.0592,YCL043C,YGL113W,26,temperature sensitive,temperature sensitive,YCL043C_YGL113W
1471254,YCL052C_tsq1298,pbn1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.1525,0.001557,,0.7931,0.9456,0.052,YCL052C,YGL113W,26,temperature sensitive,temperature sensitive,YCL052C_YGL113W
1689703,YGL113W_tsq1382,sld3-5001,YCL059C_tsa325,krr1-17,TSA26,-0.0003,0.4803,1.0478,0.9045,0.9474,0.0857,YGL113W,YCL059C,26,temperature sensitive,temperature sensitive,YCL059C_YGL113W
1472822,YCL059C_tsq326,krr1-18,YGL113W_tsa1119,sld3-5001,TSA26,0.0059,0.4874,0.773,0.7931,0.619,0.0644,YCL059C,YGL113W,26,temperature sensitive,temperature sensitive,YCL059C_YGL113W
1472037,YCL059C_tsq1104,krr1-17,YGL113W_tsa1119,sld3-5001,TSA26,-0.015,0.3658,0.9045,0.7931,0.7024,0.0481,YCL059C,YGL113W,26,temperature sensitive,temperature sensitive,YCL059C_YGL113W
1689704,YGL113W_tsq1382,sld3-5001,YCL059C_tsa326,krr1-18,TSA26,0.032,0.2306,1.0478,0.773,0.8419,0.0354,YGL113W,YCL059C,26,temperature sensitive,temperature sensitive,YCL059C_YGL113W
1473607,YCR002C_tsq1072,cdc10-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0437,0.2142,0.9668,0.7931,0.8105,0.0596,YCR002C,YGL113W,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1474392,YCR002C_tsq81,cdc10-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0021,0.4689,1.0521,0.7931,0.8365,0.0165,YCR002C,YGL113W,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1475177,YCR002C_tsq84,cdc10-4,YGL113W_tsa1119,sld3-5001,TSA26,0.0717,0.09377,0.8914,0.7931,0.7787,0.0577,YCR002C,YGL113W,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1689707,YGL113W_tsq1382,sld3-5001,YCR002C_tsa81,cdc10-4,TSA26,0.0175,0.3698,1.0478,0.8914,0.9515,0.0392,YGL113W,YCR002C,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1689705,YGL113W_tsq1382,sld3-5001,YCR002C_tsa78,cdc10-1,TSA26,-0.0415,0.2228,1.0478,1.0521,1.0609,0.0462,YGL113W,YCR002C,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1689706,YGL113W_tsq1382,sld3-5001,YCR002C_tsa79,cdc10-2,TSA26,0.0344,0.3683,1.0478,0.9668,1.0474,0.1043,YGL113W,YCR002C,26,temperature sensitive,temperature sensitive,YCR002C_YGL113W
1475961,YCR052W_tsq1433,rsc6-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.2995,0.001216,0.9947,0.7931,0.4893,0.1543,YCR052W,YGL113W,26,temperature sensitive,temperature sensitive,YCR052W_YGL113W
1689708,YGL113W_tsq1382,sld3-5001,YCR052W_tsa1191,rsc6-5001,TSA26,-0.0121,0.2479,1.0478,0.9947,1.0301,0.015,YGL113W,YCR052W,26,temperature sensitive,temperature sensitive,YCR052W_YGL113W
1476662,YCR054C_tsq1414,ctr86-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0678,0.1155,,0.7931,0.8609,0.0539,YCR054C,YGL113W,26,temperature sensitive,temperature sensitive,YCR054C_YGL113W
1478065,YCR072C_tsq3018,rsa4-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0335,0.1717,0.6596,0.7931,0.5566,0.033,YCR072C,YGL113W,26,temperature sensitive,temperature sensitive,YCR072C_YGL113W
1689709,YGL113W_tsq1382,sld3-5001,YCR093W_tsa93,cdc39-1,TSA26,0.0045,0.4931,1.0478,0.9047,0.9524,0.0045,YGL113W,YCR093W,26,temperature sensitive,temperature sensitive,YCR093W_YGL113W
1478844,YCR093W_tsq96,cdc39-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0654,0.1193,0.9047,0.7931,0.6521,0.0549,YCR093W,YGL113W,26,temperature sensitive,temperature sensitive,YCR093W_YGL113W
1689710,YGL113W_tsq1382,sld3-5001,YDL003W_tsa1229,mcd1-5001,TSA26,-0.0104,0.4251,1.0478,0.7315,0.7561,0.0646,YGL113W,YDL003W,26,temperature sensitive,temperature sensitive,YDL003W_YGL113W
1689711,YGL113W_tsq1382,sld3-5001,YDL003W_tsa70,mcd1-73,TSA26,0.0581,0.007416,1.0478,0.9368,1.0397,0.0199,YGL113W,YDL003W,26,temperature sensitive,temperature sensitive,YDL003W_YGL113W
1479559,YDL003W_tsq62,mcd1-73,YGL113W_tsa1119,sld3-5001,TSA26,0.0329,0.3245,0.9368,0.7931,0.7759,0.0918,YDL003W,YGL113W,26,temperature sensitive,temperature sensitive,YDL003W_YGL113W
1480225,YDL007W_tsq1211,rpt2-rf,YGL113W_tsa1119,sld3-5001,TSA26,0.0653,0.004784,0.579,0.7931,0.5245,0.0222,YDL007W,YGL113W,26,temperature sensitive,temperature sensitive,YDL007W_YGL113W
1689712,YGL113W_tsq1382,sld3-5001,YDL007W_tsa934,rpt2-rf,TSA26,0.0253,0.02433,1.0478,0.9463,1.0168,0.0093,YGL113W,YDL007W,26,temperature sensitive,temperature sensitive,YDL007W_YGL113W
1689713,YGL113W_tsq1382,sld3-5001,YDL008W_tsa783,apc11-13,TSA26,-0.0815,2.1420000000000002e-57,1.0478,0.4708,0.4118,0.0038,YGL113W,YDL008W,26,temperature sensitive,temperature sensitive,YDL008W_YGL113W
1689714,YGL113W_tsq1382,sld3-5001,YDL014W_tsa128,nop1-3,TSA26,-0.064,0.1154,1.0478,0.9849,0.968,0.044,YGL113W,YDL014W,26,temperature sensitive,temperature sensitive,YDL014W_YGL113W
1480936,YDL014W_tsq1179,nop1-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0192,0.1241,0.7285,0.7931,0.597,0.0115,YDL014W,YGL113W,26,temperature sensitive,temperature sensitive,YDL014W_YGL113W
1481591,YDL015C_tsq1387,tsc13-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.1076,0.01781,0.9102,0.7931,0.6143,0.0395,YDL015C,YGL113W,26,temperature sensitive,temperature sensitive,YDL015C_YGL113W
1689715,YGL113W_tsq1382,sld3-5001,YDL015C_tsa1113,tsc13-5001,TSA26,0.0175,9.713e-09,1.0478,0.9102,0.9712,0.0021,YGL113W,YDL015C,26,temperature sensitive,temperature sensitive,YDL015C_YGL113W
1689716,YGL113W_tsq1382,sld3-5001,YDL017W_tsa131,cdc7-4,TSA26,-0.2368,5.201e-07,1.0478,0.9382,0.7462,0.0401,YGL113W,YDL017W,26,temperature sensitive,temperature sensitive,YDL017W_YGL113W
1689717,YGL113W_tsq1382,sld3-5001,YDL017W_tsa880,cdc7-1,TSA26,-0.0238,0.3153,1.0478,0.8867,0.9053,0.0463,YGL113W,YDL017W,26,temperature sensitive,temperature sensitive,YDL017W_YGL113W
1482969,YDL017W_tsq880,cdc7-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0933,0.0002027,0.8867,0.7931,0.7965,0.0245,YDL017W,YGL113W,26,temperature sensitive,temperature sensitive,YDL017W_YGL113W
1482280,YDL017W_tsq131,cdc7-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.3705,1.861e-11,0.9382,0.7931,0.3736,0.0648,YDL017W,YGL113W,26,temperature sensitive,temperature sensitive,YDL017W_YGL113W
1485026,YDL028C_tsq169,mps1-417,YGL113W_tsa1119,sld3-5001,TSA26,0.0222,0.2418,1.0007,0.7931,0.8159,0.0235,YDL028C,YGL113W,26,temperature sensitive,temperature sensitive,YDL028C_YGL113W
1484336,YDL028C_tsq167,mps1-3796,YGL113W_tsa1119,sld3-5001,TSA26,0.0159,0.381,0.9837,0.7931,0.7961,0.038,YDL028C,YGL113W,26,temperature sensitive,temperature sensitive,YDL028C_YGL113W
1483654,YDL028C_tsq166,mps1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.2525,2.909e-10,0.6969,0.7931,0.8052,0.0413,YDL028C,YGL113W,26,temperature sensitive,temperature sensitive,YDL028C_YGL113W
1689718,YGL113W_tsq1382,sld3-5001,YDL028C_tsa167,mps1-3796,TSA26,0.0196,0.379,1.0478,0.9837,1.0503,0.0554,YGL113W,YDL028C,26,temperature sensitive,temperature sensitive,YDL028C_YGL113W
1689719,YGL113W_tsq1382,sld3-5001,YDL028C_tsa169,mps1-417,TSA26,0.0174,0.3912,1.0478,1.0007,1.0659,0.0468,YGL113W,YDL028C,26,temperature sensitive,temperature sensitive,YDL028C_YGL113W
1485722,YDL029W_tsq886,arp2-14,YGL113W_tsa1119,sld3-5001,TSA26,0.0073,0.2019,0.9453,0.7931,0.757,0.0029,YDL029W,YGL113W,26,temperature sensitive,temperature sensitive,YDL029W_YGL113W
1689720,YGL113W_tsq1382,sld3-5001,YDL029W_tsa886,arp2-14,TSA26,0.0568,0.1275,1.0478,0.9453,1.0473,0.0455,YGL113W,YDL029W,26,temperature sensitive,temperature sensitive,YDL029W_YGL113W
1486347,YDL030W_tsq597,prp9-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0332,0.1398,0.9485,0.7931,0.7855,0.0254,YDL030W,YGL113W,26,temperature sensitive,temperature sensitive,YDL030W_YGL113W
1689721,YGL113W_tsq1382,sld3-5001,YDL030W_tsa361,prp9-ts,TSA26,0.0949,0.04095,1.0478,0.4325,0.5481,0.0509,YGL113W,YDL030W,26,temperature sensitive,temperature sensitive,YDL030W_YGL113W
1689722,YGL113W_tsq1382,sld3-5001,YDL030W_tsa597,prp9-1,TSA26,-0.0515,0.3464,1.0478,0.9485,0.9423,0.172,YGL113W,YDL030W,26,temperature sensitive,temperature sensitive,YDL030W_YGL113W
1487581,YDL031W_tsq1727,dbp10-5004,YGL113W_tsa1119,sld3-5001,TSA26,0.0663,0.008869,0.5988,0.7931,0.5413,0.0269,YDL031W,YGL113W,26,temperature sensitive,temperature sensitive,YDL031W_YGL113W
1486905,YDL031W_tsq1724,dbp10-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.005,0.3833,0.9272,0.7931,0.7304,0.0207,YDL031W,YGL113W,26,temperature sensitive,temperature sensitive,YDL031W_YGL113W
