,Query Strain ID,Query allele name,Array Strain ID,Array allele name,Arraytype/Temp,Genetic interaction score (ε),P-value,Query single mutant fitness (SMF),Array SMF,Double mutant fitness,Double mutant fitness standard deviation,Query Systematic Name,Array Systematic Name,Temperature,query_perturbation_type,array_perturbation_type,combined_name
1689981,YGL113W_tsq1382,sld3-5001,YHR118C_tsa1136,orc6-5001,TSA26,-0.1686,0.03103,1.0478,0.7058,0.571,0.0916,YGL113W,YHR118C,26,temperature sensitive,temperature sensitive,YGL113W_YHR118C
1772189,YHR118C_tsq1456,orc6-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.342,3.498e-16,0.7058,0.7931,0.2177,0.0713,YHR118C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR118C
1689982,YGL113W_tsq1382,sld3-5001,YHR122W_tsa1208,cia2-5001,TSA26,0.0056,0.493,1.0478,0.7927,0.8362,0.0849,YGL113W,YHR122W,26,temperature sensitive,temperature sensitive,YGL113W_YHR122W
1772945,YHR122W_tsq1444,cia2-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0078,0.3755,0.7927,0.7931,0.6209,0.0262,YHR122W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR122W
1689983,YGL113W_tsq1382,sld3-5001,YHR164C_tsa352,dna2-2,TSA26,-0.2476,8.985e-05,1.0478,0.725,0.5121,0.1115,YGL113W,YHR164C,26,temperature sensitive,temperature sensitive,YGL113W_YHR164C
1774454,YHR164C_tsq352,dna2-2,YGL113W_tsa1119,sld3-5001,TSA26,-0.3443,2.831e-10,0.725,0.7931,0.2307,0.1466,YHR164C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR164C
1775777,YHR166C_tsq90,cdc23-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.0036,0.4383,0.9883,0.7931,0.7802,0.0387,YHR166C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR166C
1689985,YGL113W_tsq1382,sld3-5001,YHR166C_tsa87,cdc23-4,TSA26,-0.0314,0.3172,1.0478,0.9883,1.0041,0.063,YGL113W,YHR166C,26,temperature sensitive,temperature sensitive,YGL113W_YHR166C
1689984,YGL113W_tsq1382,sld3-5001,YHR166C_tsa86,cdc23-1,TSA26,-0.0609,0.28,1.0478,0.8685,0.8491,0.1221,YGL113W,YHR166C,26,temperature sensitive,temperature sensitive,YGL113W_YHR166C
1776535,YHR170W_tsq1131,nmd3-4,YGL113W_tsa1119,sld3-5001,TSA26,0.0695,0.012,0.6684,0.7931,0.5996,0.0307,YHR170W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR170W
1689986,YGL113W_tsq1382,sld3-5001,YHR172W_tsa1256,spc97-5001,TSA26,0.0263,0.2937,1.0478,0.9702,1.0429,0.0407,YGL113W,YHR172W,26,temperature sensitive,temperature sensitive,YGL113W_YHR172W
1777294,YHR186C_tsq291,kog1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.1016,0.005843,0.9627,0.7931,0.8651,0.0389,YHR186C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR186C
1689987,YGL113W_tsq1382,sld3-5001,YHR186C_tsa291,kog1-1,TSA26,0.0455,0.19,1.0478,0.9627,1.0542,0.0475,YGL113W,YHR186C,26,temperature sensitive,temperature sensitive,YGL113W_YHR186C
1778053,YHR188C_tsq1411,gpi16-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0274,0.2901,0.9914,0.7931,0.7589,0.0447,YHR188C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR188C
1689988,YGL113W_tsq1382,sld3-5001,YHR188C_tsa1166,gpi16-5001,TSA26,0.0767,7.246e-07,1.0478,0.9914,1.1155,0.0137,YGL113W,YHR188C,26,temperature sensitive,temperature sensitive,YGL113W_YHR188C
1689989,YGL113W_tsq1382,sld3-5001,YHR190W_tsa1128,erg9-5001,TSA26,0.0185,0.3738,1.0478,0.7131,0.7657,0.0432,YGL113W,YHR190W,26,temperature sensitive,temperature sensitive,YGL113W_YHR190W
1778812,YHR190W_tsq1337,erg9-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0115,0.3932,0.7131,0.7931,0.5771,0.026,YHR190W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR190W
1689990,YGL113W_tsq1382,sld3-5001,YHR191C_tsa322,ctf8-162,TSA26,-0.1193,0.005792,1.0478,0.7825,0.7007,0.0398,YGL113W,YHR191C,26,temperature sensitive,temperature sensitive,YGL113W_YHR191C
1689991,YGL113W_tsq1382,sld3-5001,YHR191C_tsa323,ctf8-9,TSA26,-0.1695,1.717e-08,1.0478,0.8845,0.7573,0.0241,YGL113W,YHR191C,26,temperature sensitive,temperature sensitive,YGL113W_YHR191C
1779570,YHR196W_tsq1378,utp9-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0149,0.2797,0.6923,0.7931,0.564,0.0163,YHR196W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YHR196W
1689992,YGL113W_tsq1382,sld3-5001,YHR196W_tsa1135,utp9-5001,TSA26,-0.1048,1.489e-09,1.0478,0.6923,0.6205,0.013,YGL113W,YHR196W,26,temperature sensitive,temperature sensitive,YGL113W_YHR196W
1782623,YIL003W_tsq1992,cfd1-5003,YGL113W_tsa1119,sld3-5001,TSA26,0.0782,0.01745,0.8557,0.7931,0.7569,0.0336,YIL003W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL003W
1781855,YIL003W_tsq1991,cfd1-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0763,0.05352,0.7539,0.7931,0.6742,0.0513,YIL003W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL003W
1781087,YIL003W_tsq1990,cfd1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0898,0.04117,0.8053,0.7931,0.7285,0.0619,YIL003W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL003W
1783964,YIL019W_tsq1993,faf1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0875,0.03905,0.8529,0.7931,0.5889,0.0431,YIL019W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL019W
1784732,YIL021W_tsq1136,rpb3-2,YGL113W_tsa1119,sld3-5001,TSA26,0.1389,0.01558,1.0613,0.7931,0.9807,0.078,YIL021W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL021W
1785499,YIL021W_tsq2727,rpb3-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0037,0.4951,0.9763,0.7931,0.778,0.0397,YIL021W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL021W
1689994,YGL113W_tsq1382,sld3-5001,YIL022W_tsa956,tim44-8,TSA26,-0.0305,0.3128,1.0478,0.8739,0.8852,0.0658,YGL113W,YIL022W,26,temperature sensitive,temperature sensitive,YGL113W_YIL022W
1786267,YIL026C_tsq1069,irr1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0808,0.005288,0.9321,0.7931,0.82,0.0298,YIL026C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL026C
1689995,YGL113W_tsq1382,sld3-5001,YIL046W_tsa947,met30-9,TSA26,0.0038,0.4972,1.0478,0.9045,0.9515,0.0643,YGL113W,YIL046W,26,temperature sensitive,temperature sensitive,YGL113W_YIL046W
1787036,YIL046W_tsq939,met30-9,YGL113W_tsa1119,sld3-5001,TSA26,0.0104,0.4468,0.9045,0.7931,0.7278,0.0479,YIL046W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL046W
1689996,YGL113W_tsq1382,sld3-5001,YIL046W_tsa948,met30-6,TSA26,0.0099,0.4759,1.0478,0.6673,0.7091,0.1368,YGL113W,YIL046W,26,temperature sensitive,temperature sensitive,YGL113W_YIL046W
1787804,YIL048W_tsq188,neo1-2,YGL113W_tsa1119,sld3-5001,TSA26,-0.0524,0.0009584,0.6925,0.7931,0.4968,0.0129,YIL048W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL048W
1689997,YGL113W_tsq1382,sld3-5001,YIL048W_tsa188,neo1-2,TSA26,0.0234,0.2165,1.0478,0.6925,0.749,0.0216,YGL113W,YIL048W,26,temperature sensitive,temperature sensitive,YGL113W_YIL048W
1788571,YIL062C_tsq888,arc15-10,YGL113W_tsa1119,sld3-5001,TSA26,-0.0272,0.3586,0.707,0.7931,0.5335,0.0886,YIL062C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL062C
1689998,YGL113W_tsq1382,sld3-5001,YIL062C_tsa888,arc15-10,TSA26,-0.0335,0.1877,1.0478,0.707,0.7073,0.0296,YGL113W,YIL062C,26,temperature sensitive,temperature sensitive,YGL113W_YIL062C
1689999,YGL113W_tsq1382,sld3-5001,YIL068C_tsa38,sec6-4,TSA26,-0.0187,0.3133,1.0478,1.0064,1.0358,0.0345,YGL113W,YIL068C,26,temperature sensitive,temperature sensitive,YGL113W_YIL068C
1789336,YIL068C_tsq41,sec6-4,YGL113W_tsa1119,sld3-5001,TSA26,0.0325,0.01282,1.0064,0.7931,0.8307,0.0113,YIL068C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL068C
1790102,YIL078W_tsq2617,ths1-5009,YGL113W_tsa1119,sld3-5001,TSA26,0.0718,0.02737,,0.7931,0.8649,0.0334,YIL078W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL078W
1690000,YGL113W_tsq1382,sld3-5001,YIL083C_tsa1212,cab2-5001,TSA26,0.0007,0.4637,1.0478,0.9409,0.9866,0.0253,YGL113W,YIL083C,26,temperature sensitive,temperature sensitive,YGL113W_YIL083C
1791633,YIL091C_tsq2021,utp25-5003,YGL113W_tsa1119,sld3-5001,TSA26,0.0822,0.002786,0.7109,0.7931,0.646,0.0283,YIL091C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL091C
1790865,YIL091C_tsq2018,utp25-5005,YGL113W_tsa1119,sld3-5001,TSA26,-0.0044,0.3741,0.9258,0.7931,0.7299,0.0169,YIL091C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL091C
1792401,YIL104C_tsq1329,shq1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0018,0.419,0.9013,0.7931,0.713,0.0185,YIL104C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL104C
1690001,YGL113W_tsq1382,sld3-5001,YIL104C_tsa1100,shq1-5001,TSA26,0.0341,9.413e-07,1.0478,0.9013,0.9785,0.0056,YGL113W,YIL104C,26,temperature sensitive,temperature sensitive,YGL113W_YIL104C
1690002,YGL113W_tsq1382,sld3-5001,YIL106W_tsa1258,mob1-5001,TSA26,0.0304,0.1809,1.0478,0.8274,0.8974,0.0255,YGL113W,YIL106W,26,temperature sensitive,temperature sensitive,YGL113W_YIL106W
1690003,YGL113W_tsq1382,sld3-5001,YIL109C_tsa189,sec24-2,TSA26,-0.0315,0.2783,1.0478,0.9731,0.9881,0.0461,YGL113W,YIL109C,26,temperature sensitive,temperature sensitive,YGL113W_YIL109C
1793170,YIL109C_tsq1089,sec24-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0351,0.08728,0.9731,0.7931,0.8069,0.0206,YIL109C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL109C
1690004,YGL113W_tsq1382,sld3-5001,YIL115C_tsa553,nup159-1,TSA26,0.0541,0.007026,1.0478,0.7711,0.8621,0.0185,YGL113W,YIL115C,26,temperature sensitive,temperature sensitive,YGL113W_YIL115C
1690005,YGL113W_tsq1382,sld3-5001,YIL118W_tsa654,rho3-1,TSA26,0.0256,0.2217,1.0478,0.9527,1.0238,0.0254,YGL113W,YIL118W,26,temperature sensitive,temperature sensitive,YGL113W_YIL118W
1690006,YGL113W_tsq1382,sld3-5001,YIL118W_tsa836,rho3-ser228,TSA26,0.0272,0.323,1.0478,0.9161,0.9871,0.043,YGL113W,YIL118W,26,temperature sensitive,temperature sensitive,YGL113W_YIL118W
1793938,YIL118W_tsq654,rho3-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0649,0.1371,0.9527,0.7931,0.8205,0.0566,YIL118W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL118W
1794704,YIL129C_tsq2022,tao3-5001-supp1,YGL113W_tsa1119,sld3-5001,TSA26,0.0458,0.1066,0.6082,0.7931,0.5282,0.0359,YIL129C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL129C
1795472,YIL129C_tsq2028,tao3-5007-supp1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0331,0.2945,0.7838,0.7931,0.5885,0.0822,YIL129C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL129C
1796241,YIL129C_tsq2031,tao3-5010,YGL113W_tsa1119,sld3-5001,TSA26,-0.0778,0.02982,0.7165,0.7931,0.4905,0.034,YIL129C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL129C
1797010,YIL129C_tsq2032,tao3-5011-supp1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0255,0.00766,0.6838,0.7931,0.5168,0.0084,YIL129C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL129C
1797778,YIL142W_tsq2037,cct2-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0839,0.01037,0.7203,0.7931,0.6552,0.0383,YIL142W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL142W
1798551,YIL142W_tsq2038,cct2-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0897,0.002617,0.8184,0.7931,0.7388,0.0299,YIL142W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL142W
1799323,YIL143C_tsq1144,ssl2-ts,YGL113W_tsa1119,sld3-5001,TSA26,0.0252,0.3946,0.9014,0.7931,0.7401,0.1285,YIL143C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL143C
1690007,YGL113W_tsq1382,sld3-5001,YIL144W_tsa246,tid3-1,TSA26,-0.0116,0.3959,1.0478,0.9726,1.0075,0.0439,YGL113W,YIL144W,26,temperature sensitive,temperature sensitive,YGL113W_YIL144W
1800097,YIL144W_tsq1260,tid3-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0495,0.1089,0.9726,0.7931,0.8208,0.0371,YIL144W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL144W
1690008,YGL113W_tsq1382,sld3-5001,YIL147C_tsa1001,sln1-ts4,TSA26,-0.0573,0.2145,1.0478,0.9341,0.9215,0.066,YGL113W,YIL147C,26,temperature sensitive,temperature sensitive,YGL113W_YIL147C
1800866,YIL147C_tsq1003,sln1-ts4,YGL113W_tsa1119,sld3-5001,TSA26,0.0218,0.3299,0.9341,0.7931,0.7626,0.041,YIL147C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL147C
1690009,YGL113W_tsq1382,sld3-5001,YIL150C_tsa110,mcm10-1,TSA26,-0.4395,1.458e-10,1.0478,0.7936,0.392,0.1828,YGL113W,YIL150C,26,temperature sensitive,temperature sensitive,YGL113W_YIL150C
1801634,YIL150C_tsq110,mcm10-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0712,0.04416,0.7936,0.7931,0.7006,0.0422,YIL150C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL150C
1802402,YIL150C_tsq458,mcm10-43,YGL113W_tsa1119,sld3-5001,TSA26,0.0587,0.1023,0.8469,0.7931,0.7304,0.0412,YIL150C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIL150C
1803172,YIR006C_tsq353,pan1-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.0401,0.2181,0.8062,0.7931,0.5993,0.0473,YIR006C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIR006C
1690010,YGL113W_tsq1382,sld3-5001,YIR006C_tsa353,pan1-4,TSA26,0.1014,2.343e-11,1.0478,0.8062,0.9461,0.0136,YGL113W,YIR006C,26,temperature sensitive,temperature sensitive,YGL113W_YIR006C
1690011,YGL113W_tsq1382,sld3-5001,YIR008C_tsa340,pri1-m4,TSA26,-0.0926,0.09306,1.0478,0.7657,0.7097,0.0631,YGL113W,YIR008C,26,temperature sensitive,temperature sensitive,YGL113W_YIR008C
1803938,YIR010W_tsq435,dsn1-7,YGL113W_tsa1119,sld3-5001,TSA26,-0.0457,0.1441,0.974,0.7931,0.7268,0.0367,YIR010W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIR010W
1804707,YIR010W_tsq436,dsn1-8,YGL113W_tsa1119,sld3-5001,TSA26,-0.0423,0.1736,0.9691,0.7931,0.7263,0.0392,YIR010W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIR010W
1690012,YGL113W_tsq1382,sld3-5001,YIR010W_tsa435,dsn1-7,TSA26,0.038,0.2224,1.0478,0.974,1.0586,0.047,YGL113W,YIR010W,26,temperature sensitive,temperature sensitive,YGL113W_YIR010W
1690013,YGL113W_tsq1382,sld3-5001,YIR010W_tsa436,dsn1-8,TSA26,0.0273,0.0002831,1.0478,0.9691,1.0427,0.006,YGL113W,YIR010W,26,temperature sensitive,temperature sensitive,YGL113W_YIR010W
1690014,YGL113W_tsq1382,sld3-5001,YIR011C_tsa1105,sts1-5001,TSA26,0.07,0.1621,1.0478,0.8145,0.9234,0.0786,YGL113W,YIR011C,26,temperature sensitive,temperature sensitive,YGL113W_YIR011C
1805476,YIR011C_tsq1334,sts1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0597,0.04761,0.8145,0.7931,0.7057,0.0348,YIR011C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIR011C
1806248,YIR012W_tsq1137,sqt1-201,YGL113W_tsa1119,sld3-5001,TSA26,0.0749,1.538e-08,0.5808,0.7931,0.5355,0.0121,YIR012W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YIR012W
1807796,YJL002C_tsq735,ost1-6,YGL113W_tsa1119,sld3-5001,TSA26,0.0395,0.001265,0.9537,0.7931,0.7959,0.0104,YJL002C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL002C
1690016,YGL113W_tsq1382,sld3-5001,YJL002C_tsa735,ost1-6,TSA26,0.002,0.4881,1.0478,0.9537,1.0013,0.0619,YGL113W,YJL002C,26,temperature sensitive,temperature sensitive,YGL113W_YJL002C
1808542,YJL005W_tsq354,cdc35-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0264,0.3035,0.9046,0.7931,0.7438,0.0461,YJL005W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL005W
1690017,YGL113W_tsq1382,sld3-5001,YJL005W_tsa354,cdc35-1,TSA26,0.0062,0.483,1.0478,0.9046,0.954,0.0411,YGL113W,YJL005W,26,temperature sensitive,temperature sensitive,YGL113W_YJL005W
1809872,YJL008C_tsq2968,cct8-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.1122,0.008591,,0.7931,0.9053,0.0467,YJL008C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL008C
1809287,YJL008C_tsq2618,cct8-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0335,0.1114,,0.7931,0.8266,0.0215,YJL008C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL008C
1811154,YJL010C_tsq2044,nop9-5004,YGL113W_tsa1119,sld3-5001,TSA26,0.0438,2.305e-13,0.9454,0.7931,0.7936,0.005,YJL010C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL010C
1810408,YJL010C_tsq2041,nop9-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.1006,9.507e-05,0.6792,0.7931,0.6393,0.0268,YJL010C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL010C
1690018,YGL113W_tsq1382,sld3-5001,YJL011C_tsa1270,rpc17-5001,TSA26,0.0044,0.5,1.0478,0.8575,0.9029,0.0291,YGL113W,YJL011C,26,temperature sensitive,temperature sensitive,YGL113W_YJL011C
1812647,YJL025W_tsq1457,rrn7-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0024,0.4892,0.7233,0.7931,0.576,0.0783,YJL025W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL025W
1690019,YGL113W_tsq1382,sld3-5001,YJL025W_tsa1130,rrn7-5001,TSA26,-0.0087,0.2854,1.0478,0.7233,0.7492,0.0139,YGL113W,YJL025W,26,temperature sensitive,temperature sensitive,YGL113W_YJL025W
1814059,YJL031C_tsq2969,bet4-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.093,0.01317,,0.7931,0.8861,0.0397,YJL031C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL031C
1814701,YJL031C_tsq2970,bet4-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0417,0.06705,,0.7931,0.8348,0.0229,YJL031C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL031C
1813388,YJL031C_tsq2619,bet4-5007,YGL113W_tsa1119,sld3-5001,TSA26,0.047,0.18,,0.7931,0.8401,0.0487,YJL031C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL031C
1815448,YJL033W_tsq2048,hca4-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0795,8.746e-06,0.6922,0.7931,0.6285,0.0168,YJL033W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL033W
1816195,YJL033W_tsq2055,hca4-5009,YGL113W_tsa1119,sld3-5001,TSA26,0.0295,0.2201,0.8716,0.7931,0.7208,0.0337,YJL033W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL033W
1690020,YGL113W_tsq1382,sld3-5001,YJL034W_tsa210,kar2-159,TSA26,0.007,0.4781,1.0478,0.8673,0.9158,0.0481,YGL113W,YJL034W,26,temperature sensitive,temperature sensitive,YGL113W_YJL034W
1816942,YJL034W_tsq1092,kar2-159,YGL113W_tsa1119,sld3-5001,TSA26,0.0188,0.3499,0.8673,0.7931,0.7067,0.0413,YJL034W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL034W
1817688,YJL035C_tsq1328,tad2-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0349,0.2544,0.944,0.7931,0.7836,0.0571,YJL035C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL035C
1690021,YGL113W_tsq1382,sld3-5001,YJL035C_tsa1099,tad2-5001,TSA26,-0.0293,0.258,1.0478,0.944,0.9598,0.0375,YGL113W,YJL035C,26,temperature sensitive,temperature sensitive,YGL113W_YJL035C
1690022,YGL113W_tsq1382,sld3-5001,YJL039C_tsa496,nup192-15,TSA26,0.018,0.2036,1.0478,0.951,1.0145,0.0139,YGL113W,YJL039C,26,temperature sensitive,temperature sensitive,YGL113W_YJL039C
1819187,YJL050W_tsq431,mtr4-1,YGL113W_tsa1119,sld3-5001,TSA26,0.081,0.0389,0.8226,0.7931,0.7334,0.0502,YJL050W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL050W
1690023,YGL113W_tsq1382,sld3-5001,YJL050W_tsa431,mtr4-1,TSA26,-0.0107,0.3605,1.0478,0.8226,0.8512,0.0302,YGL113W,YJL050W,26,temperature sensitive,temperature sensitive,YGL113W_YJL050W
1819933,YJL054W_tsq2056,tim54-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0469,8.182e-06,0.7829,0.7931,0.6678,0.0091,YJL054W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL054W
1820679,YJL054W_tsq2057,tim54-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0646,0.001718,0.5783,0.7931,0.5232,0.0201,YJL054W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL054W
1821424,YJL061W_tsq2061,nup82-5005,YGL113W_tsa1119,sld3-5001,TSA26,0.0214,0.1796,0.9239,0.7931,0.7541,0.0166,YJL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL061W
1822174,YJL061W_tsq2062,nup82-5004,YGL113W_tsa1119,sld3-5001,TSA26,0.0688,0.0003345,0.7651,0.7931,0.6756,0.0178,YJL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL061W
1822923,YJL069C_tsq2063,utp18-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0128,0.3931,0.9211,0.7931,0.7177,0.0532,YJL069C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL069C
1823669,YJL069C_tsq2064,utp18-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0516,0.2183,0.9519,0.7931,0.8066,0.0815,YJL069C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL069C
1824416,YJL072C_tsq2842,psf2-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.5053,1.7989999999999998e-148,0.8666,0.7931,0.182,0.0161,YJL072C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL072C
1690024,YGL113W_tsq1382,sld3-5001,YJL072C_tsa1228,psf2-5001,TSA26,-0.7905,0.0,1.0478,0.8666,0.1175,0.0065,YGL113W,YJL072C,26,temperature sensitive,temperature sensitive,YGL113W_YJL072C
1690025,YGL113W_tsq1382,sld3-5001,YJL074C_tsa259,smc3-1,TSA26,-0.1203,4.724e-10,1.0478,0.8986,0.8213,0.0141,YGL113W,YJL074C,26,temperature sensitive,temperature sensitive,YGL113W_YJL074C
1825178,YJL074C_tsq259,smc3-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0633,0.1174,0.8986,0.7931,0.6494,0.0516,YJL074C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL074C
1825924,YJL074C_tsq63,smc3-42,YGL113W_tsa1119,sld3-5001,TSA26,0.0,1.0,0.9098,0.7931,0.6346,0.0355,YJL074C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL074C
1690026,YGL113W_tsq1382,sld3-5001,YJL074C_tsa71,smc3-42,TSA26,0.0885,1.0,1.0478,0.9098,1.0418,0.0205,YGL113W,YJL074C,26,temperature sensitive,temperature sensitive,YGL113W_YJL074C
1826670,YJL085W_tsq1245,exo70-38,YGL113W_tsa1119,sld3-5001,TSA26,0.0897,0.0003123,1.0126,0.7931,0.8928,0.0236,YJL085W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL085W
1827420,YJL085W_tsq1276,exo70-29/37,YGL113W_tsa1119,sld3-5001,TSA26,0.0356,0.005289,0.7605,0.7931,0.6388,0.011,YJL085W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL085W
1690028,YGL113W_tsq1382,sld3-5001,YJL085W_tsa848,exo70-38,TSA26,0.041,0.165,1.0478,1.0126,1.102,0.0329,YGL113W,YJL085W,26,temperature sensitive,temperature sensitive,YGL113W_YJL085W
1690029,YGL113W_tsq1382,sld3-5001,YJL085W_tsa856,exo70-29/37,TSA26,-0.0148,0.4312,1.0478,0.7605,0.7821,0.0956,YGL113W,YJL085W,26,temperature sensitive,temperature sensitive,YGL113W_YJL085W
1690030,YGL113W_tsq1382,sld3-5001,YJL090C_tsa302,dpb11-1-supp1,TSA26,-0.7905,1.6059999999999998e-94,1.0478,0.9603,0.2157,0.035,YGL113W,YJL090C,26,temperature sensitive,temperature sensitive,YGL113W_YJL090C
1828927,YJL090C_tsq2788,dpb11-1-supp1,YGL113W_tsa1119,sld3-5001,TSA26,-0.3064,0.0,0.6079,0.7931,0.1757,0.0084,YJL090C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YJL090C
