target,partner,epsilon,p_value
YLR312C-B,YKL127W,-0.001,0.4836
YLR312C-B,YKL128C,-0.0081,0.4282
YLR312C-B,YKL129C,0.006,0.408
YLR312C-B,YKL130C,0.015,0.3945
YLR312C-B,YKL131W,0.0147,0.3448
YLR312C-B,YKL132C,0.0019,0.4882
YLR312C-B,YKL133C,0.0159,0.2123
YLR312C-B,YKL136W,-0.0009,0.4927
YLR312C-B,YKL137W,-0.022,0.3799
YLR312C-B,YKL139W,0.0511,0.2572
YLR312C-B,YKL140W,0.0282,6.671e-09
YLR312C-B,YKL142W,0.0288,0.1137
YLR312C-B,YKL146W,-0.0045,0.3898
YLR312C-B,YKL147C,0.0453,0.06011
YLR312C-B,YKL148C,-0.0057,0.402
YLR312C-B,YKL149C,-0.012,0.4056
YLR312C-B,YKL150W,0.059,0.1832
YLR312C-B,YKL151C,0.0201,0.4022
YLR312C-B,YKL156W,-0.0365,0.1442
YLR312C-B,YKL157W,-0.0073,0.3222
YLR312C-B,YKL158W,-0.0892,0.1417
YLR312C-B,YKL159C,0.001,0.4954
YLR312C-B,YKL160W,-0.0741,0.1772
YLR312C-B,YKL161C,0.0372,0.2789
YLR312C-B,YKL162C,-0.0021,0.4859
YLR312C-B,YKL163W,-0.0344,0.2858
YLR312C-B,YKL164C,-0.0114,0.2924
YLR312C-B,YKL166C,-0.0465,0.2195
YLR312C-B,YKL167C,-0.0219,0.3472
YLR312C-B,YKL168C,-0.021,0.387
YLR312C-B,YKL171W,0.0076,0.4546
YLR312C-B,YKL174C,-0.0113,0.4517
YLR312C-B,YKL175W,0.0175,0.307
YLR312C-B,YKL176C,-0.074,0.08707
YLR312C-B,YKL177W,0.0236,0.3058
YLR312C-B,YKL178C,0.0127,0.3003
YLR312C-B,YKL179C,-0.0043,0.4634
YLR312C-B,YKL183W,-0.0191,0.3684
YLR312C-B,YKL184W,-0.0102,0.4554
YLR312C-B,YKL185W,0.0024,0.4772
YLR312C-B,YKL187C,0.0242,0.3176
YLR312C-B,YKL188C,0.0218,0.3568
YLR312C-B,YKL190W,-0.0803,0.1778
YLR312C-B,YKL191W,-0.0469,0.2447
YLR312C-B,YKL197C,-0.0275,0.1666
YLR312C-B,YKL198C,-0.009,0.1727
YLR312C-B,YKL199C,0.0062,0.3977
YLR312C-B,YKL200C,0.0085,0.4042
YLR312C-B,YKL201C,0.0223,0.3284
YLR312C-B,YKL202W,-0.0657,0.06511
YLR312C-B,YKL205W,0.0286,0.3472
YLR312C-B,YKL206C,-0.0239,0.1904
YLR312C-B,YKL207W,0.0387,0.2759
YLR312C-B,YKL208W,-0.0273,0.3803
YLR312C-B,YKL211C,0.0248,0.3104
YLR312C-B,YKL212W,-0.0234,0.3697
YLR312C-B,YKL213C,0.0574,0.1183
YLR312C-B,YKL214C,-0.0824,0.2212
YLR312C-B,YKL215C,0.0078,0.3091
YLR312C-B,YKL216W,0.0343,0.233
YLR312C-B,YKL217W,0.0279,0.09638
YLR312C-B,YKL218C,-0.0824,0.133
YLR312C-B,YKL220C,0.0361,0.0035
YLR312C-B,YKL221W,0.0057,0.4601
YLR312C-B,YKL222C,-0.0197,0.01295
YLR312C-B,YKR003W,0.0035,0.4714
YLR312C-B,YKR005C,-0.0292,0.2013
YLR312C-B,YKR007W,-0.0583,0.0009725
YLR312C-B,YKR009C,0.0035,0.4553
YLR312C-B,YKR010C,0.0636,1.162e-08
YLR312C-B,YKR011C,0.0085,0.4234
YLR312C-B,YKR012C,-0.0273,0.3493
YLR312C-B,YKR013W,0.03,0.02522
YLR312C-B,YKR014C,-0.0051,0.4649
YLR312C-B,YKR015C,0.0231,0.2565
YLR312C-B,YKR016W,0.0103,0.4028
YLR312C-B,YKR017C,0.0221,1.774e-09
YLR312C-B,YKR018C,-0.015,0.3426
YLR312C-B,YKR019C,0.0039,0.4501
YLR312C-B,YKR020W,0.0596,1.317e-22
YLR312C-B,YKR021W,0.0138,0.0001672
YLR312C-B,YKR023W,-0.0646,0.1754
YLR312C-B,YKR024C,-0.0351,0.07023
YLR312C-B,YKR026C,-0.0181,0.3767
YLR312C-B,YKR027W,-0.0607,0.05384
YLR312C-B,YKR028W,-0.0078,0.4386
YLR312C-B,YKR029C,-0.0461,0.161
YLR312C-B,YKR030W,0.0143,0.4087
YLR312C-B,YKR031C,-0.0077,0.3901
YLR312C-B,YKR032W,0.0035,0.4022
YLR312C-B,YKR033C,0.0169,0.3429
YLR312C-B,YKR034W,-0.0358,0.285
YLR312C-B,YKR035C,-0.1298,0.001713
YLR312C-B,YKR035W-A,-0.0328,0.3263
YLR312C-B,YKR036C,0.0194,0.3914
YLR312C-B,YKR039W,-0.0264,0.3177
YLR312C-B,YKR040C,0.0179,0.1999
YLR312C-B,YKR041W,-0.0545,5.451e-10
YLR312C-B,YKR042W,-0.0083,0.3555
YLR312C-B,YKR043C,-0.0007,0.4905
YLR312C-B,YKR044W,-0.0215,0.3067
YLR312C-B,YKR045C,0.0039,0.4745
YLR312C-B,YKR046C,-0.0179,0.3714
YLR312C-B,YKR047W,0.0133,0.4169
YLR312C-B,YKR048C,-0.0136,0.4013
YLR312C-B,YKR049C,-0.0226,0.3682
YLR312C-B,YKR050W,-0.0439,0.08752
YLR312C-B,YKR051W,-0.0703,0.08268
YLR312C-B,YKR052C,0.0139,0.4
YLR312C-B,YKR053C,-0.0498,0.189
YLR312C-B,YKR054C,0.0008,0.4949
YLR312C-B,YKR055W,-0.0041,0.4653
YLR312C-B,YKR056W,0.015,1.156e-05
YLR312C-B,YKR057W,0.0632,1.152e-06
YLR312C-B,YKR058W,-0.0093,0.3885
YLR312C-B,YKR059W,-0.0022,0.4335
YLR312C-B,YKR060W,-0.0269,0.3201
YLR312C-B,YKR061W,0.0297,0.2534
YLR312C-B,YKR064W,-0.0396,0.3221
YLR312C-B,YKR065C,-0.0503,0.2709
YLR312C-B,YKR066C,-0.0021,0.4834
YLR312C-B,YKR067W,-0.0107,0.4312
YLR312C-B,YKR069W,0.027,0.003833
YLR312C-B,YKR070W,-0.0512,0.2479
YLR312C-B,YKR072C,-0.01,0.4094
YLR312C-B,YKR074W,0.0122,0.1679
YLR312C-B,YKR076W,-0.0265,0.2331
YLR312C-B,YKR077W,-0.0376,5.397e-25
YLR312C-B,YKR078W,0.0126,0.2944
YLR312C-B,YKR080W,-0.0234,0.3317
YLR312C-B,YKR082W,-0.0681,0.1135
YLR312C-B,YKR084C,-0.0324,0.2024
YLR312C-B,YKR087C,0.0055,0.2683
YLR312C-B,YKR088C,-0.0072,0.4131
YLR312C-B,YKR089C,0.0305,0.2687
YLR312C-B,YKR090W,-0.007,0.4031
YLR312C-B,YKR091W,-0.1858,0.02609
YLR312C-B,YKR092C,0.0054,0.4614
YLR312C-B,YKR093W,-0.0597,0.1486
YLR312C-B,YKR094C,-0.0629,0.2833
YLR312C-B,YKR095W,-0.0552,0.02266
YLR312C-B,YKR096W,0.0395,0.2317
YLR312C-B,YKR097W,0.0481,0.1418
YLR312C-B,YKR098C,-0.0161,0.2605
YLR312C-B,YKR099W,0.0261,0.06392
YLR312C-B,YKR100C,-0.0068,0.3191
YLR312C-B,YKR102W,-0.064,0.04717
YLR312C-B,YKR103W,0.0092,0.2569
YLR312C-B,YKR104W,0.0113,0.09875
YLR312C-B,YKR105C,0.0177,0.2385
YLR312C-B,YKR106W,-0.0033,0.4299
YLR312C-B,YLL001W,-0.0429,0.001468
YLR312C-B,YLL002W,0.0669,0.03638
YLR312C-B,YLL005C,-0.0166,0.3209
YLR312C-B,YLL006W,-0.0803,0.02019
YLR312C-B,YLL010C,-0.0893,0.0653
YLR312C-B,YLL012W,-0.0102,0.4112
YLR312C-B,YLL013C,-0.019,0.3935
YLR312C-B,YLL014W,0.0156,0.33
YLR312C-B,YLL015W,0.0213,0.255
YLR312C-B,YLL016W,-0.0125,0.2767
YLR312C-B,YLL017W,0.0129,0.4218
YLR312C-B,YLL019C,0.02,0.2879
YLR312C-B,YLL020C,-0.0507,0.1766
YLR312C-B,YLL021W,-0.0126,0.2547
YLR312C-B,YLL023C,-0.0429,0.3023
YLR312C-B,YLL024C,0.027,0.3199
YLR312C-B,YLL025W,0.0236,0.2721
YLR312C-B,YLL026W,-0.0095,0.4269
YLR312C-B,YLL028W,0.0251,0.1882
YLR312C-B,YLL029W,-0.0327,0.2763
YLR312C-B,YLL032C,0.0086,0.4375
YLR312C-B,YLL038C,-0.016,0.3802
YLR312C-B,YLL039C,0.0177,0.405
YLR312C-B,YLL040C,0.04,0.2412
YLR312C-B,YLL041C,0.0156,0.1751
YLR312C-B,YLL042C,0.0032,0.4808
YLR312C-B,YLL043W,-0.042,0.203
YLR312C-B,YLL045C,-0.0184,0.4219
YLR312C-B,YLL046C,-0.0385,0.2739
YLR312C-B,YLL049W,-0.0083,0.3377
YLR312C-B,YLL052C,-0.0169,2.527e-05
YLR312C-B,YLL055W,-0.021,0.2993
YLR312C-B,YLL058W,-0.0611,0.1987
YLR312C-B,YLL059C,-0.0042,0.4607
YLR312C-B,YLL061W,-0.0453,0.09009
YLR312C-B,YLR001C,-0.0248,0.2238
YLR312C-B,YLR003C,-0.0108,0.2895
YLR312C-B,YLR006C,-0.0121,0.1938
YLR312C-B,YLR011W,-0.0223,0.02374
YLR312C-B,YLR014C,-0.0362,0.02685
YLR312C-B,YLR015W,-0.0474,0.1725
YLR312C-B,YLR016C,-0.0007,0.4724
YLR312C-B,YLR018C,-0.0117,0.257
YLR312C-B,YLR019W,-0.0192,0.3105
YLR312C-B,YLR020C,-0.035,0.1464
YLR312C-B,YLR024C,-0.0255,0.3209
YLR312C-B,YLR030W,-0.0122,0.01629
YLR312C-B,YLR031W,-0.0242,0.01142
YLR312C-B,YLR032W,-0.0221,0.09009
YLR312C-B,YLR034C,-0.022,0.2503
YLR312C-B,YLR035C,-0.0082,0.4095
YLR312C-B,YLR036C,-0.0318,0.1761
YLR312C-B,YLR038C,-0.3014,6.504e-14
YLR312C-B,YLR039C,-0.085,0.06317
YLR312C-B,YLR042C,-0.0121,0.2619
YLR312C-B,YLR043C,-0.0185,0.3013
YLR312C-B,YLR046C,-0.0069,0.3717
YLR312C-B,YLR048W,-0.1001,0.001093
YLR312C-B,YLR049C,-0.0011,0.4691
YLR312C-B,YLR050C,-0.0018,0.4766
YLR312C-B,YLR057W,-0.0152,0.1048
YLR312C-B,YLR063W,-0.0102,0.422
YLR312C-B,YLR064W,-0.0257,0.2971
YLR312C-B,YLR065C,-0.0403,0.3983
YLR312C-B,YLR070C,-0.0996,0.0109
YLR312C-B,YLR072W,-0.0048,0.4675
YLR312C-B,YLR073C,-0.0514,0.2049
YLR312C-B,YLR077W,-0.0091,0.3547
YLR312C-B,YLR079W,-0.1533,0.08273
YLR312C-B,YLR080W,-0.0742,0.0001288
YLR312C-B,YLR081W,-0.0252,0.3425
YLR312C-B,YLR082C,-0.0189,0.2656
YLR312C-B,YLR083C,-0.0345,0.02894
YLR312C-B,YLR087C,-0.0468,0.2158
YLR312C-B,YLR090W,-0.0464,0.2859
YLR312C-B,YLR094C,-0.0015,0.4862
YLR312C-B,YLR095C,-0.0095,0.4029
YLR312C-B,YLR097C,-0.0026,0.4523
YLR312C-B,YLR098C,-0.0431,0.282
YLR312C-B,YLR099C,-0.0472,0.2292
YLR312C-B,YLR104W,-0.0106,0.2121
YLR312C-B,YLR109W,-0.0151,5.736e-06
YLR312C-B,YLR113W,-0.0043,0.3463
YLR312C-B,YLR118C,-0.0193,0.1532
YLR312C-B,YLR119W,-0.0388,0.2395
YLR312C-B,YLR120C,-0.042,0.1592
YLR312C-B,YLR122C,-0.0095,8.694e-05
YLR312C-B,YLR123C,-0.0135,0.3348
YLR312C-B,YLR125W,-0.0096,0.3674
YLR312C-B,YLR128W,-0.0063,0.4275
YLR312C-B,YLR130C,-0.0092,0.3038
YLR312C-B,YLR133W,-0.0131,0.3919
YLR312C-B,YLR134W,-0.011,0.1589
YLR312C-B,YLR136C,-0.0179,0.2608
YLR312C-B,YLR142W,-0.0012,0.4794
YLR312C-B,YLR143W,-0.0075,0.415
YLR312C-B,YLR144C,-0.0114,0.3543
YLR312C-B,YLR146C,-0.0597,0.1517
YLR312C-B,YLR150W,-0.046,0.1401
YLR312C-B,YLR154C,-0.0084,0.1061
YLR312C-B,YML001W,0.0249,0.3827
YLR312C-B,YML002W,-0.0014,0.4893
YLR312C-B,YML003W,0.0515,3.015e-05
YLR312C-B,YML004C,-0.0035,0.4672
YLR312C-B,YML005W,-0.021,0.05302
YLR312C-B,YML006C,0.0017,0.4758
YLR312C-B,YML007W,-0.1057,1.055e-05
YLR312C-B,YML008C,0.0074,0.4038
YLR312C-B,YML009C-A,-0.0189,0.4066
YLR312C-B,YML009C,0.0143,0.3411
YLR312C-B,YML011C,-0.0133,0.4182
YLR312C-B,YML012W,0.0102,0.2243
YLR312C-B,YML013W,0.0527,0.1209
YLR312C-B,YML016C,-0.008,0.4063
YLR312C-B,YML017W,-0.067,0.1499
YLR312C-B,YML018C,-0.0793,1.84e-12
YLR312C-B,YML019W,0.0033,0.4621
YLR312C-B,YML020W,0.0349,0.1131
YLR312C-B,YML021C,-0.053,0.1844
YLR312C-B,YML026C,-0.0317,0.3072
YLR312C-B,YML027W,-0.0027,0.4602
YLR312C-B,YML028W,0.0157,0.3603
YLR312C-B,YML029W,-0.011,0.3807
YLR312C-B,YML030W,0.0533,0.06771
YLR312C-B,YML032C,-0.0221,0.3203
YLR312C-B,YML033W,0.0184,0.3611
YLR312C-B,YML034C-A,-0.0101,0.4416
YLR312C-B,YML034W,-0.0087,0.437
YLR312C-B,YML035C,-0.0489,0.2724
YLR312C-B,YML037C,0.0107,0.3644
YLR312C-B,YML041C,-0.0188,0.3632
YLR312C-B,YML042W,0.0056,0.3439
YLR312C-B,YML047C,0.0111,0.4141
YLR312C-B,YML047W-A,0.02,0.2603
YLR312C-B,YML048W,-0.0295,0.0382
YLR312C-B,YML050W,-0.0304,0.2794
YLR312C-B,YML051W,0.0544,0.1785
YLR312C-B,YML052W,-0.0182,0.3987
YLR312C-B,YML055W,-0.0095,0.4278
YLR312C-B,YML056C,-0.0476,0.003212
YLR312C-B,YML059C,-0.0051,0.4667
YLR312C-B,YML067C,-0.0186,0.3896
YLR312C-B,YML068W,-0.1583,0.02234
YLR312C-B,YML074C,-0.0338,0.2651
YLR312C-B,YML076C,-0.0133,0.4109
YLR312C-B,YML081C-A,-0.1024,0.129
YLR312C-B,YML090W,-0.0962,0.02194
YLR312C-B,YML095C,-0.0041,0.4767
YLR312C-B,YML096W,-0.0033,0.4787
YLR312C-B,YML097C,-0.1221,0.0669
YLR312C-B,YML099C,-0.0239,0.212
YLR312C-B,YML100W-A,-0.034,0.0402
YLR312C-B,YML100W,-0.0235,0.2744
YLR312C-B,YML101C,-0.0068,0.3862
YLR312C-B,YML106W,-0.0046,0.433
YLR312C-B,YML107C,-0.0013,0.4616
YLR312C-B,YML108W,-0.0201,0.2318
YLR312C-B,YML109W,-0.0151,0.3086
YLR312C-B,YML111W,-0.0174,0.3031
YLR312C-B,YML112W,-0.0418,0.0008136
YLR312C-B,YML113W,0.0124,0.2444
YLR312C-B,YML116W-A,-0.0094,0.3527
YLR312C-B,YML116W,0.0052,0.414
YLR312C-B,YML117W,-0.0755,0.1333
YLR312C-B,YML118W,0.0209,0.06507
YLR312C-B,YML119W,0.0109,0.3777
YLR312C-B,YML120C,-0.0032,0.473
YLR312C-B,YML121W,-0.0843,0.03401
YLR312C-B,YML122C,-0.0133,0.2509
YLR312C-B,YML123C,0.0197,0.3268
YLR312C-B,YML124C,0.0004,0.4971
YLR312C-B,YML128C,-0.0223,0.2745
YLR312C-B,YML131W,-0.0002,0.4959
YLR312C-B,YMR002W,0.012,0.3875
YLR312C-B,YMR003W,0.0373,0.1487
YLR312C-B,YMR004W,0.0693,0.0007336
YLR312C-B,YMR006C,-0.0339,0.2994
YLR312C-B,YMR007W,-0.0114,0.4233
YLR312C-B,YMR008C,0.0202,0.277
YLR312C-B,YMR009W,0.0095,0.4031
YLR312C-B,YMR010W,-0.0367,6.601e-10
YLR312C-B,YMR011W,0.002,0.4644
YLR312C-B,YMR012W,-0.0272,0.2613
YLR312C-B,YMR015C,0.0432,0.03719
YLR312C-B,YMR016C,-0.027,0.2555
YLR312C-B,YMR017W,-0.0184,0.3145
YLR312C-B,YMR018W,0.0432,5.492e-06
YLR312C-B,YMR019W,0.0068,0.4363
YLR312C-B,YMR020W,0.0185,0.3682
YLR312C-B,YMR021C,-0.0046,0.4587
YLR312C-B,YMR022W,0.049,0.1498
YLR312C-B,YMR023C,0.0185,0.3057
YLR312C-B,YMR025W,-0.0262,0.3619
YLR312C-B,YMR026C,-0.014,0.1072
YLR312C-B,YMR027W,-0.0092,0.4468
YLR312C-B,YMR029C,0.0001,0.4989
YLR312C-B,YMR030W,-0.0731,0.1431
YLR312C-B,YMR031C,-0.0051,0.4475
YLR312C-B,YMR031W-A,-0.1317,0.2513
YLR312C-B,YMR035W,-0.0384,0.1265
YLR312C-B,YMR036C,-0.0284,5.735e-14
YLR312C-B,YMR044W,-0.0528,0.09399
YLR312C-B,YMR052C-A,-0.0653,0.2055
YLR312C-B,YMR052W,-0.0957,0.1494
YLR312C-B,YMR055C,-0.0093,0.4143
YLR312C-B,YMR065W,-0.0904,0.05127
YLR312C-B,YMR073C,-0.0267,0.06683
YLR312C-B,YMR074C,0.016,0.2713
YLR312C-B,YMR075W,-0.0628,0.1541
YLR312C-B,YMR085W,-0.0194,0.2298
YLR312C-B,YMR086W,-0.0433,0.2243
YLR312C-B,YMR087W,-0.0276,0.2884
YLR312C-B,YMR096W,-0.0203,0.2822
YLR312C-B,YMR099C,-0.0986,7.717e-11
YLR312C-B,YMR104C,-0.0026,0.4748
YLR312C-B,YMR105C,-0.0006,0.4958
YLR312C-B,YMR106C,-0.046,0.2079
YLR312C-B,YMR107W,-0.004,0.4764
YLR312C-B,YMR109W,0.0092,0.3165
YLR312C-B,YMR110C,-0.002,0.4813
YLR312C-B,YMR111C,0.0179,0.3506
YLR312C-B,YMR114C,-0.0114,0.2992
YLR312C-B,YMR115W,0.0369,0.06304
YLR312C-B,YMR116C,-0.0034,0.488
YLR312C-B,YMR119W-A,0.0002,0.4979
YLR312C-B,YMR119W,0.002,0.4708
YLR312C-B,YMR120C,0.0006,0.4955
YLR312C-B,YMR121C,0.0173,0.2986
YLR312C-B,YMR122C,-0.0086,0.3631
YLR312C-B,YMR123W,-0.0161,0.1649
YLR312C-B,YMR124W,-0.0042,0.451
YLR312C-B,YMR126C,-0.081,2.178e-13
YLR312C-B,YMR127C,-0.0214,0.3439
YLR312C-B,YMR129W,-0.0008,0.4896
YLR312C-B,YMR130W,-0.0279,0.2405
YLR312C-B,YMR132C,0.005,0.3279
YLR312C-B,YMR133W,0.0172,0.1446
YLR312C-B,YMR135C,0.0351,0.002583
YLR312C-B,YMR136W,-0.0023,0.4636
YLR312C-B,YMR137C,0.0046,0.4451
YLR312C-B,YMR138W,-0.0198,0.2852
YLR312C-B,YMR139W,0.0534,2.258e-19
YLR312C-B,YMR140W,-0.0148,0.003022
YLR312C-B,YMR141C,0.0354,0.0921
YLR312C-B,YMR143W,-0.023,0.2917
YLR312C-B,YMR144W,-0.0479,0.1622
YLR312C-B,YMR147W,-0.0118,0.3843
YLR312C-B,YMR153C-A,-0.0043,0.4613
YLR312C-B,YMR157C,-0.044,0.3085
YLR312C-B,YMR158W-B,-0.0017,0.4863
YLR312C-B,YMR159C,-0.0071,0.4509
YLR312C-B,YMR160W,-0.0165,0.4155
YLR312C-B,YMR161W,-0.0456,0.1838
YLR312C-B,YMR163C,-0.0009,0.4933
YLR312C-B,YMR166C,-0.0302,0.3312
YLR312C-B,YMR167W,-0.053,0.0008453
YLR312C-B,YMR172C-A,-0.0072,0.3961
YLR312C-B,YMR172W,-0.0296,0.2576
YLR312C-B,YMR173W-A,-0.0338,0.2362
YLR312C-B,YMR174C,-0.0022,0.483
YLR312C-B,YMR177W,-0.0086,0.385
YLR312C-B,YMR181C,-0.054,0.1887
YLR312C-B,YMR182C,-0.0124,0.3881
YLR312C-B,YMR192W,-0.0363,0.2275
YLR312C-B,YMR194C-A,0.0129,0.3405
YLR312C-B,YMR199W,-0.0281,0.165
YLR312C-B,YMR201C,-0.05,0.3392
YLR312C-B,YMR202W,-0.0332,0.2033
YLR312C-B,YMR204C,0.0077,0.3412
YLR312C-B,YMR205C,-0.0179,0.3788
YLR312C-B,YMR206W,-0.0353,0.2856
YLR312C-B,YMR207C,0.0218,0.3272
YLR312C-B,YMR209C,-0.034,3.385e-06
YLR312C-B,YMR210W,-0.0393,0.1946
YLR312C-B,YMR214W,0.0503,0.1146
YLR312C-B,YMR215W,-0.0096,0.4038
YLR312C-B,YMR216C,0.0205,0.01302
YLR312C-B,YMR219W,-0.0211,0.3492
YLR312C-B,YMR221C,-0.0016,0.4883
YLR312C-B,YMR222C,0.0063,0.4037
YLR312C-B,YMR223W,0.0333,0.06269
YLR312C-B,YMR224C,-0.0151,0.2333
YLR312C-B,YMR225C,-0.0056,0.45
YLR312C-B,YMR226C,0.0038,0.4616
YLR312C-B,YMR230W,0.047,0.151
YLR312C-B,YMR232W,-0.0221,0.3488
YLR312C-B,YMR233W,-0.0072,0.4212
YLR312C-B,YMR234W,0.0139,0.1101
YLR312C-B,YMR238W,0.0052,0.4573
YLR312C-B,YMR241W,-0.0094,0.106
YLR312C-B,YMR243C,0.0607,0.09605
YLR312C-B,YMR244C-A,0.0307,0.1302
YLR312C-B,YMR244W,0.0504,0.1352
YLR312C-B,YMR245W,0.0149,0.4181
YLR312C-B,YMR246W,0.0379,0.1187
YLR312C-B,YMR247C,0.0215,0.3582
YLR312C-B,YMR250W,-0.0007,0.493
YLR312C-B,YMR251W-A,0.0589,3.459e-17
YLR312C-B,YMR251W,-0.0024,0.4824
YLR312C-B,YMR252C,-0.0232,0.3349
YLR312C-B,YMR253C,-0.0053,0.4368
YLR312C-B,YMR254C,-0.0106,0.3552
YLR312C-B,YMR255W,0.005,0.4247
YLR312C-B,YMR256C,-0.0808,0.09267
YLR312C-B,YMR258C,-0.0628,0.06718
YLR312C-B,YMR259C,0.041,0.03992
YLR312C-B,YMR261C,-0.0534,0.1701
YLR312C-B,YMR262W,0.0403,0.01795
YLR312C-B,YMR263W,-0.0912,6.247e-09
YLR312C-B,YMR264W,-0.0058,0.4583
YLR312C-B,YMR265C,0.0008,0.4777
YLR312C-B,YMR266W,0.0415,0.04615
YLR312C-B,YMR269W,0.1026,0.08473
YLR312C-B,YMR271C,-0.0209,0.2551
YLR312C-B,YMR272C,-0.1099,0.06257
YLR312C-B,YMR273C,0.0072,0.4423
YLR312C-B,YMR274C,-0.0049,0.4709
YLR312C-B,YMR275C,0.0112,0.4056
YLR312C-B,YMR276W,0.0032,0.4623
YLR312C-B,YMR278W,-0.003,0.4591
YLR312C-B,YMR279C,-0.0319,0.2821
YLR312C-B,YMR280C,0.0084,0.3923
YLR312C-B,YMR282C,0.0188,0.4396
YLR312C-B,YMR283C,-0.031,0.05399
YLR312C-B,YMR284W,-0.0167,0.13
YLR312C-B,YMR285C,0.0001,0.4991
YLR312C-B,YMR289W,0.0363,0.2827
YLR312C-B,YMR291W,0.0382,0.245
YLR312C-B,YMR292W,0.0025,0.4717
YLR312C-B,YMR294W-A,0.0079,0.388
YLR312C-B,YMR294W,-0.0018,0.468
YLR312C-B,YMR295C,0.0089,0.4044
YLR312C-B,YMR297W,-0.0175,0.3879
YLR312C-B,YMR299C,-0.0205,0.3302
YLR312C-B,YMR300C,-0.0003,0.4971
YLR312C-B,YMR302C,-0.004,0.4245
YLR312C-B,YMR303C,0.0149,0.2551
YLR312C-B,YMR304C-A,0.0422,0.212
YLR312C-B,YMR304W,-0.0123,0.09346
YLR312C-B,YMR305C,-0.0192,0.02528
YLR312C-B,YMR306C-A,-0.0341,0.1817
YLR312C-B,YMR306W,0.0071,0.4554
YLR312C-B,YMR307W,0.0504,0.1934
YLR312C-B,YMR310C,0.0296,0.2271
YLR312C-B,YMR311C,-0.0079,0.4207
YLR312C-B,YMR312W,-0.0096,0.4186
YLR312C-B,YMR313C,-0.0288,0.2665
YLR312C-B,YMR315W,-0.0385,0.2238
YLR312C-B,YMR316C-A,-0.0077,0.4411
YLR312C-B,YMR316C-B,-0.0679,0.01652
YLR312C-B,YMR316W,-0.0631,0.2201
YLR312C-B,YMR317W,0.008,0.4254
YLR312C-B,YMR318C,0.0176,0.2897
YLR312C-B,YMR319C,-0.021,0.2819
YLR312C-B,YMR320W,-0.017,0.2024
YLR312C-B,YMR326C,-0.0118,0.4289
YLR312C-B,YNL001W,0.0092,0.3748
YLR312C-B,YNL003C,-0.0833,0.1198
YLR312C-B,YNL004W,-0.0406,0.2903
YLR312C-B,YNL008C,0.0289,0.202
YLR312C-B,YNL009W,-0.0294,0.01235
YLR312C-B,YNL010W,0.0382,0.2357
YLR312C-B,YNL011C,0.016,0.3073
YLR312C-B,YNL012W,0.0169,0.4034
YLR312C-B,YNL013C,-0.0433,0.2904
YLR312C-B,YNL014W,-0.0575,0.02251
YLR312C-B,YNL015W,0.0243,0.2256
YLR312C-B,YNL016W,0.0105,0.4346
YLR312C-B,YNL020C,-0.1138,0.05382
YLR312C-B,YNL021W,0.0123,0.3936
YLR312C-B,YNL022C,0.01,0.4501
YLR312C-B,YNL023C,0.0236,0.3327
YLR312C-B,YNL024C,-0.0396,0.2092
YLR312C-B,YNL027W,-0.0555,0.009026
YLR312C-B,YNL028W,-0.0311,0.3077
YLR312C-B,YNL029C,0.0082,0.3831
YLR312C-B,YNL030W,0.0064,0.3816
YLR312C-B,YNL031C,-0.0043,0.4607
YLR312C-B,YNL032W,-0.0679,0.2504
YLR312C-B,YNL034W,0.0226,0.1498
YLR312C-B,YNL035C,0.0261,0.2099
YLR312C-B,YNL037C,-0.0281,0.1783
YLR312C-B,YNL040W,-0.048,0.2326
YLR312C-B,YNL041C,-0.0422,0.2978
YLR312C-B,YNL042W,0.0639,0.08893
YLR312C-B,YNL043C,0.0033,0.4674
YLR312C-B,YNL044W,0.031,0.238
YLR312C-B,YNL045W,-0.0103,0.4326
YLR312C-B,YNL046W,0.0607,0.1388
YLR312C-B,YNL047C,0.013,0.3737
YLR312C-B,YNL049C,-0.0103,0.293
YLR312C-B,YNL050C,-0.0018,0.4807
YLR312C-B,YNL051W,-0.006,0.4544
YLR312C-B,YNL052W,0.0813,5.903e-05
YLR312C-B,YNL053W,-0.0157,0.2205
YLR312C-B,YNL056W,-0.0403,0.1488
YLR312C-B,YNL057W,-0.0205,0.2474
YLR312C-B,YNL058C,0.0011,0.4879
YLR312C-B,YNL063W,0.004,0.4199
YLR312C-B,YNL064C,-0.1403,1.19e-06
YLR312C-B,YNL065W,-0.0144,0.3694
YLR312C-B,YNL066W,-0.0279,0.2971
YLR312C-B,YNL067W,-0.028,0.3351
YLR312C-B,YNL068C,0.0225,0.2818
YLR312C-B,YNL070W,0.0142,0.4097
YLR312C-B,YNL071W,0.0313,0.08604
YLR312C-B,YNL072W,-0.0185,0.352
YLR312C-B,YNL074C,-0.0171,0.1814
YLR312C-B,YNL076W,-0.0024,0.4879
YLR312C-B,YNL077W,-0.0422,0.1385
YLR312C-B,YNL078W,-0.0597,5.944e-05
YLR312C-B,YNL079C,0.0147,0.009499
YLR312C-B,YNL080C,-0.038,0.337
YLR312C-B,YNL081C,-0.3062,2.257e-07
YLR312C-B,YNL082W,0.0429,0.3129
YLR312C-B,YNL083W,0.0107,0.3859
YLR312C-B,YNL085W,-0.0586,0.3365
YLR312C-B,YNL086W,0.0211,0.02081
YLR312C-B,YNL087W,0.0418,0.07976
