target,partner,epsilon,p_value
YLR313C,YGL145W,0.0232,0.4147
YLR313C,YGL150C,0.0315,0.2955
YLR313C,YGL155W,0.0044,0.4794
YLR313C,YGL169W,-0.0237,0.2933
YLR313C,YGL171W,0.002,0.4684
YLR313C,YGL201C,-0.0129,0.3472
YLR313C,YGL201C,0.0004,0.491
YLR313C,YGL201C,-0.0042,0.3991
YLR313C,YGL207W,-0.0177,0.2422
YLR313C,YGL225W,0.0592,0.1449
YLR313C,YGL233W,0.011,0.4091
YLR313C,YGL238W,-0.0971,0.1046
YLR313C,YGL245W,0.0362,0.3134
YLR313C,YGL247W,-0.0302,0.377
YLR313C,YGR002C,-0.0616,0.06746
YLR313C,YGR005C,0.0123,0.3605
YLR313C,YGR006W,0.0045,0.4329
YLR313C,YGR006W,0.0393,0.03956
YLR313C,YGR009C,-0.0585,0.0009711
YLR313C,YGR013W,-0.0309,0.341
YLR313C,YGR024C,-0.0198,0.3451
YLR313C,YGR030C,-0.0036,0.4378
YLR313C,YGR046W,-0.0158,0.3788
YLR313C,YGR047C,0.0292,0.1474
YLR313C,YGR048W,-0.0392,0.2971
YLR313C,YGR060W,-0.0479,0.2354
YLR313C,YGR065C,0.002,0.4848
YLR313C,YGR065C,-0.0262,0.09067
YLR313C,YGR075C,0.0415,0.3398
YLR313C,YGR082W,-0.049,0.1378
YLR313C,YGR083C,-0.0234,0.3443
YLR313C,YGR083C,0.0353,0.2185
YLR313C,YGR091W,-0.0372,0.1003
YLR313C,YGR091W,-0.0143,0.4096
YLR313C,YGR092W,-0.0593,0.2353
YLR313C,YGR092W,0.0219,0.1943
YLR313C,YGR092W,-0.0262,0.2169
YLR313C,YGR098C,0.0134,0.4289
YLR313C,YGR099W,0.002,0.4835
YLR313C,YGR099W,0.0019,0.4598
YLR313C,YGR103W,-0.0093,0.4401
YLR313C,YGR113W,0.0404,0.2164
YLR313C,YGR113W,0.0099,0.3045
YLR313C,YGR113W,0.0112,0.306
YLR313C,YGR113W,0.0502,0.2096
YLR313C,YGR116W,-0.0149,0.3111
YLR313C,YGR119C,-0.0002,0.4983
YLR313C,YGR119C,-0.0156,0.4082
YLR313C,YGR120C,-0.1266,0.02653
YLR313C,YGR128C,0.0006,0.4956
YLR313C,YGR140W,-0.0196,0.3191
YLR313C,YGR140W,-0.0523,0.08469
YLR313C,YGR145W,-0.0762,0.1285
YLR313C,YGR156W,-0.0413,0.3727
YLR313C,YGR156W,-0.0922,0.1389
YLR313C,YGR158C,0.0173,0.2019
YLR313C,YGR172C,-0.0045,0.4381
YLR313C,YGR172C,0.0404,0.3141
YLR313C,YGR179C,0.0346,0.3331
YLR313C,YGR185C,-0.022,0.2562
YLR313C,YGR186W,0.0475,0.03366
YLR313C,YGR195W,0.0288,0.1437
YLR313C,YGR198W,0.0232,0.3656
YLR313C,YGR198W,0.013,0.237
YLR313C,YGR211W,-0.0906,0.04814
YLR313C,YGR216C,0.0375,0.2278
YLR313C,YGR245C,0.0007,0.4908
YLR313C,YGR251W,-0.0094,0.4439
YLR313C,YGR253C,0.0326,0.03481
YLR313C,YGR264C,0.0457,0.2097
YLR313C,YGR274C,-0.0522,0.2554
YLR313C,YGR274C,-0.003,0.489
YLR313C,YGR277C,0.0554,0.1416
YLR313C,YGR278W,-0.025,0.2865
YLR313C,YHL015W,-0.0084,0.3605
YLR313C,YHR007C,0.0122,0.3716
YLR313C,YHR019C,-0.034,0.1693
YLR313C,YHR020W,0.0166,0.4284
YLR313C,YHR024C,0.0045,0.4196
YLR313C,YHR027C,-0.111,0.02102
YLR313C,YHR036W,-0.0366,0.2361
YLR313C,YHR036W,0.0621,0.1717
YLR313C,YHR036W,-0.009,0.4405
YLR313C,YHR036W,-0.017,0.3725
YLR313C,YHR040W,0.0211,0.3394
YLR313C,YHR058C,-0.0168,0.2024
YLR313C,YHR058C,0.0278,0.02227
YLR313C,YHR058C,0.0318,0.09176
YLR313C,YHR062C,-0.0562,0.1384
YLR313C,YHR062C,0.0151,0.3727
YLR313C,YHR068W,0.0056,0.4513
YLR313C,YHR069C,-0.0397,0.133
YLR313C,YHR072W,0.009,0.4272
YLR313C,YHR072W,-0.0071,0.4053
YLR313C,YHR072W,-0.0287,0.3804
YLR313C,YHR074W,-0.01,0.3572
YLR313C,YHR083W,-0.0073,0.4226
YLR313C,YHR085W,-0.0857,0.04306
YLR313C,YHR088W,-0.0247,7.053e-05
YLR313C,YHR088W,-0.0137,0.01814
YLR313C,YHR101C,0.0221,0.137
YLR313C,YHR107C,-0.0132,0.4099
YLR313C,YHR107C,0.0258,0.3331
YLR313C,YHR118C,0.072,0.2403
YLR313C,YHR122W,0.0142,0.3966
YLR313C,YHR128W,0.0022,0.4819
YLR313C,YHR164C,-0.0202,0.3408
YLR313C,YHR166C,0.0343,0.2766
YLR313C,YHR166C,0.0126,0.4295
YLR313C,YHR170W,-0.019,0.2941
YLR313C,YHR186C,0.0353,0.3354
YLR313C,YHR188C,0.0477,0.2306
YLR313C,YHR190W,0.0514,0.008326
YLR313C,YHR196W,-0.0708,0.08508
YLR313C,YHR197W,0.0266,0.3301
YLR313C,YIL003W,-0.0445,0.2312
YLR313C,YIL003W,-0.0461,0.2934
YLR313C,YIL003W,0.0078,0.4715
YLR313C,YIL004C,0.0054,0.4359
YLR313C,YIL019W,-0.0269,0.2452
YLR313C,YIL021W,-0.0193,0.3947
YLR313C,YIL021W,0.0221,0.06066
YLR313C,YIL026C,-0.0473,0.2378
YLR313C,YIL046W,-0.0439,0.2462
YLR313C,YIL048W,-0.0112,0.3967
YLR313C,YIL062C,0.0059,0.4541
YLR313C,YIL068C,0.0075,0.3165
YLR313C,YIL078W,0.0238,0.36
YLR313C,YIL091C,-0.0366,0.1157
YLR313C,YIL091C,-0.0003,0.4958
YLR313C,YIL104C,-0.0021,0.4825
YLR313C,YIL109C,-0.0112,0.4583
YLR313C,YIL118W,-0.0217,0.1466
YLR313C,YIL129C,-0.1057,0.2028
YLR313C,YIL129C,0.0373,0.3608
YLR313C,YIL129C,-0.0376,0.3272
YLR313C,YIL129C,-0.0066,0.4664
YLR313C,YIL142W,-0.0363,0.2157
YLR313C,YIL142W,-0.0041,0.4623
YLR313C,YIL143C,-0.0441,0.1647
YLR313C,YIL144W,-0.0392,0.363
YLR313C,YIL144W,0.0481,0.1639
YLR313C,YIL147C,-0.006,0.4612
YLR313C,YIL150C,0.0562,4.461e-05
YLR313C,YIL150C,-0.0304,0.06993
YLR313C,YIR006C,0.0795,0.01228
YLR313C,YIR010W,-0.0062,0.4292
YLR313C,YIR010W,-0.0025,0.4791
YLR313C,YIR011C,-0.0032,0.3666
YLR313C,YIR012W,-0.0178,0.2409
YLR313C,YIR022W,0.0024,0.4833
YLR313C,YJL002C,-0.023,0.367
YLR313C,YJL005W,-0.0549,0.004572
YLR313C,YJL008C,-0.0135,0.4102
YLR313C,YJL010C,0.036,0.1661
YLR313C,YJL010C,-0.0299,0.09756
YLR313C,YJL014W,-0.0193,0.4095
YLR313C,YJL025W,-0.0832,0.1771
YLR313C,YJL031C,0.0262,0.3085
YLR313C,YJL031C,-0.0228,0.2832
YLR313C,YJL033W,-0.0348,0.1048
YLR313C,YJL033W,0.0334,0.03659
YLR313C,YJL034W,-0.0023,0.4637
YLR313C,YJL035C,-0.0211,8.483e-16
YLR313C,YJL041W,-0.0387,4.145e-05
YLR313C,YJL050W,-0.0033,0.4817
YLR313C,YJL054W,-0.0238,0.2784
YLR313C,YJL054W,-0.0173,0.3931
YLR313C,YJL061W,-0.0067,0.4305
YLR313C,YJL061W,0.0372,0.239
YLR313C,YJL069C,-0.0406,0.2043
YLR313C,YJL069C,0.0117,0.3371
YLR313C,YJL072C,0.0097,0.4199
YLR313C,YJL074C,-0.018,0.4002
YLR313C,YJL074C,-0.0271,2.873e-21
YLR313C,YJL085W,0.0433,0.1287
YLR313C,YJL085W,0.0165,0.4266
YLR313C,YJL085W,-0.0109,0.409
YLR313C,YJL090C,-0.0123,0.4107
YLR313C,YJL090C,-0.0085,0.4057
YLR313C,YJL091C,-0.0322,0.3451
YLR313C,YJL097W,-0.0387,0.2788
YLR313C,YJL097W,0.0373,0.06364
YLR313C,YJL104W,0.0441,0.1183
YLR313C,YJL111W,-0.0105,0.4282
YLR313C,YJL125C,-0.0041,0.4683
YLR313C,YJL125C,-0.0163,0.3392
YLR313C,YJL143W,0.0084,0.2237
YLR313C,YJL173C,0.0009,0.4929
YLR313C,YJL194W,-0.0018,0.4883
YLR313C,YJL203W,-0.0216,0.2731
YLR313C,YJR002W,0.0521,0.002071
YLR313C,YJR006W,-0.0185,0.3396
YLR313C,YJR007W,0.0748,0.1732
YLR313C,YJR013W,0.002,0.4917
YLR313C,YJR017C,0.0114,0.4421
YLR313C,YJR017C,-0.0391,0.2625
YLR313C,YJR022W,0.0009,0.4871
YLR313C,YJR022W,0.0359,0.2553
YLR313C,YJR041C,0.0459,0.2347
YLR313C,YJR045C,-0.0683,0.2193
YLR313C,YJR046W,-0.0066,0.459
YLR313C,YJR057W,-0.0348,0.2326
YLR313C,YJR057W,0.0964,0.06077
YLR313C,YJR064W,-0.0105,0.4453
YLR313C,YJR065C,-0.0381,0.3492
YLR313C,YJR065C,-0.0636,0.281
YLR313C,YJR067C,-0.0208,0.2844
YLR313C,YJR068W,0.0238,0.3604
YLR313C,YJR076C,0.0152,0.3641
YLR313C,YJR076C,-0.0748,0.03453
YLR313C,YJR076C,-0.0552,0.1435
YLR313C,YJR076C,-0.0247,0.3385
YLR313C,YJR076C,-0.062,0.07339
YLR313C,YJR093C,-0.0145,0.3434
YLR313C,YJR093C,0.0186,0.3084
YLR313C,YJR112W,-0.0162,0.3326
YLR313C,YJR112W,-0.0027,0.4818
YLR313C,YJR112W,-0.0075,0.4018
YLR313C,YKL012W,-0.0029,0.4736
YLR313C,YKL018W,0.0036,0.4683
YLR313C,YKL021C,0.0324,0.3039
YLR313C,YKL021C,0.0048,0.4621
YLR313C,YKL022C,0.016,0.1235
YLR313C,YKL024C,-0.0732,0.08892
YLR313C,YKL024C,-0.0492,0.1721
YLR313C,YKL028W,0.031,0.03464
YLR313C,YKL035W,0.0106,0.1155
YLR313C,YKL042W,-0.0103,0.4531
YLR313C,YKL045W,-0.0292,0.3619
YLR313C,YKL052C,-0.0138,0.2703
YLR313C,YKL059C,0.0171,0.3293
YLR313C,YKL078W,-0.0552,0.01941
YLR313C,YKL082C,-0.0404,0.2413
YLR313C,YKL082C,-0.0009,0.4898
YLR313C,YKL089W,-0.0124,0.1227
YLR313C,YKL095W,0.005,0.463
YLR313C,YKL104C,0.0502,0.1982
YLR313C,YKL112W,0.0352,0.07358
YLR313C,YKL125W,-0.0431,0.08808
YLR313C,YKL144C,-0.1385,0.0731
YLR313C,YKL145W,-0.044,0.1932
YLR313C,YKL154W,0.0818,0.02043
YLR313C,YKL172W,-0.0104,0.3988
YLR313C,YKL173W,-0.0761,0.1938
YLR313C,YKL173W,0.003,0.4572
YLR313C,YKL180W,0.0698,0.1149
YLR313C,YKL186C,-0.0271,0.2163
YLR313C,YKL193C,0.0091,0.4484
YLR313C,YKL196C,-0.0148,0.442
YLR313C,YKL203C,0.0112,0.4105
YLR313C,YKL203C,0.0048,0.4624
YLR313C,YKL210W,0.0242,0.3186
YLR313C,YKR008W,-0.0207,0.3741
YLR313C,YKR025W,0.0004,0.4956
YLR313C,YKR038C,0.0427,1.883e-09
YLR313C,YKR038C,0.022,0.3019
YLR313C,YKR062W,0.0105,0.4044
YLR313C,YKR063C,0.0172,0.2801
YLR313C,YKR068C,-0.0226,0.02168
YLR313C,YKR081C,0.044,0.1276
YLR313C,YKR086W,-0.0347,0.3065
YLR313C,YKR086W,-0.0125,0.4253
YLR313C,YLL004W,-0.0183,0.2094
YLR313C,YLL008W,-0.0153,0.3405
YLR313C,YLL008W,-0.0474,0.1779
YLR313C,YLL035W,-0.0372,0.2403
YLR313C,YLL050C,-0.032,0.2831
YLR313C,YLL050C,-0.0075,0.4248
YLR313C,YLR005W,-0.05,0.1622
YLR313C,YLR008C,-0.0042,0.465
YLR313C,YLR009W,0.0627,0.01018
YLR313C,YLR033W,-0.0131,0.3561
YLR313C,YLR045C,-0.0224,0.193
YLR313C,YLR045C,-0.0205,0.3665
YLR313C,YLR045C,-0.0077,0.4292
YLR313C,YLR051C,-0.0261,0.2674
YLR313C,YLR060W,-0.1067,2.347e-08
YLR313C,YLR071C,-0.0162,0.08243
YLR313C,YLR088W,-0.0441,0.1077
YLR313C,YLR100W,-0.0115,0.3924
YLR313C,YLR116W,-0.0305,0.0508
YLR313C,YLR116W,-0.0062,0.386
YLR313C,YLR141W,-0.018,0.3083
YLR313C,YLR141W,-0.033,0.0951
YLR313C,YLR175W,-0.0277,0.1486
YLR313C,YML015C,-0.0073,0.4643
YLR313C,YML023C,0.0113,0.4297
YLR313C,YML023C,0.0093,0.4214
YLR313C,YML023C,-0.0185,0.3446
YLR313C,YML043C,0.0108,0.4408
YLR313C,YML046W,-0.0272,0.1667
YLR313C,YML049C,-0.0069,0.3829
YLR313C,YML064C,0.0547,0.1505
YLR313C,YML069W,-0.0413,0.2181
YLR313C,YML069W,-0.0371,0.2388
YLR313C,YML077W,-0.0366,0.1199
YLR313C,YML092C,-0.1278,0.133
YLR313C,YML093W,0.0074,0.4083
YLR313C,YML098W,-0.0308,0.316
YLR313C,YML105C,-0.0086,0.4344
YLR313C,YML114C,0.022,0.1967
YLR313C,YML125C,0.0131,0.3768
YLR313C,YML126C,-0.0135,0.2368
YLR313C,YML127W,-0.0748,0.114
YLR313C,YML130C,-0.0039,0.4683
YLR313C,YMR013C,-0.0255,0.3284
YLR313C,YMR028W,0.0487,0.3176
YLR313C,YMR033W,0.083,0.1169
YLR313C,YMR047C,-0.016,0.3952
YLR313C,YMR047C,-0.0552,0.3204
YLR313C,YMR049C,-0.1541,0.07366
YLR313C,YMR061W,-0.0378,9.387e-06
YLR313C,YMR076C,-0.0132,0.4513
YLR313C,YMR079W,0.0449,0.1121
YLR313C,YMR093W,0.008,0.2413
YLR313C,YMR094W,-0.019,0.3702
YLR313C,YMR112C,-0.0535,0.2011
YLR313C,YMR117C,-0.0186,0.3769
YLR313C,YMR117C,0.0377,0.324
YLR313C,YMR131C,0.0193,0.3757
YLR313C,YMR146C,-0.0542,1.78e-05
YLR313C,YMR146C,0.0115,0.2258
YLR313C,YMR149W,-0.0177,0.02959
YLR313C,YMR149W,-0.0426,0.04027
YLR313C,YMR168C,0.001,0.4956
YLR313C,YMR197C,-0.0002,0.4986
YLR313C,YMR197C,0.0048,0.4823
YLR313C,YMR200W,0.045,0.2139
YLR313C,YMR208W,-0.0156,0.2989
YLR313C,YMR211W,0.05,0.03995
YLR313C,YMR213W,-0.001,0.4962
YLR313C,YMR218C,-0.0674,0.1188
YLR313C,YMR220W,0.0135,0.3424
YLR313C,YMR227C,-0.0465,0.1129
YLR313C,YMR229C,0.0326,0.2704
YLR313C,YMR235C,-0.0228,1.135e-05
YLR313C,YMR235C,0.0848,1.451e-29
YLR313C,YMR236W,-0.0625,0.2997
YLR313C,YMR239C,-0.0086,0.3953
YLR313C,YMR239C,-0.0354,0.1653
YLR313C,YMR240C,0.0295,0.2926
YLR313C,YMR260C,0.0083,0.4018
YLR313C,YMR268C,-0.0684,0.2545
YLR313C,YMR270C,-0.0128,0.3336
YLR313C,YMR270C,-0.0503,0.1654
YLR313C,YMR277W,-0.1801,0.04307
YLR313C,YMR277W,-0.0622,0.2935
YLR313C,YMR277W,0.024,0.108
YLR313C,YMR290C,0.0041,0.3317
YLR313C,YMR296C,-0.0002,0.4981
YLR313C,YMR296C,-0.0229,0.3776
YLR313C,YMR296C,-0.0029,0.4695
YLR313C,YMR298W,-0.0224,0.03789
YLR313C,YMR301C,-0.0034,0.4743
YLR313C,YMR308C,-0.0874,0.174
YLR313C,YMR309C,-0.006,0.4147
YLR313C,YMR309C,0.0275,0.09269
YLR313C,YMR309C,0.0264,0.161
YLR313C,YMR309C,0.0273,0.2006
YLR313C,YNL002C,-0.0218,0.005445
YLR313C,YNL006W,-0.0138,0.1794
YLR313C,YNL006W,0.019,0.4217
YLR313C,YNL038W,-0.0074,0.3624
YLR313C,YNL061W,0.0033,0.4791
YLR313C,YNL061W,-0.0266,0.2665
YLR313C,YNL061W,-0.0489,0.01743
YLR313C,YNL061W,-0.0299,0.3183
YLR313C,YNL061W,-0.0443,0.07871
YLR313C,YNL062C,0.0943,0.02665
YLR313C,YNL088W,-0.0202,0.4062
YLR313C,YNL102W,0.0398,0.05806
YLR313C,YNL102W,0.0434,0.2722
YLR313C,YNL102W,0.0131,0.374
YLR313C,YNL102W,-0.0233,0.2058
YLR313C,YNL102W,-0.0361,0.3211
YLR313C,YNL102W,0.0369,0.2928
YLR313C,YNL112W,0.0424,0.03828
YLR313C,YNL112W,0.0234,0.3576
YLR313C,YNL112W,0.0334,0.2894
YLR313C,YNL112W,0.0552,0.02478
YLR313C,YNL113W,0.0085,0.4307
YLR313C,YNL113W,-0.0367,0.2024
YLR313C,YNL118C,0.0193,0.2758
YLR313C,YNL118C,-0.077,0.1341
YLR313C,YNL124W,-0.0815,0.07169
YLR313C,YNL126W,0.0122,0.3542
YLR313C,YNL132W,0.0343,0.1848
YLR313C,YNL138W,0.0691,0.1728
YLR313C,YNL138W,-0.0131,0.3996
YLR313C,YNL149C,-0.0452,0.3004
YLR313C,YNL151C,-0.0542,0.1957
YLR313C,YNL152W,-0.0649,0.1662
YLR313C,YNL158W,-0.019,0.4064
YLR313C,YNL163C,-0.0145,0.4325
YLR313C,YNL172W,0.0047,0.4826
YLR313C,YNL178W,0.0314,0.3219
YLR313C,YNL181W,-0.0568,0.2805
YLR313C,YNL181W,0.0152,0.4339
YLR313C,YNL181W,0.0572,0.00334
YLR313C,YNL181W,0.007,0.11
YLR313C,YNL181W,0.0177,0.412
YLR313C,YNL181W,-0.045,0.01798
YLR313C,YNL181W,-0.0294,0.3056
YLR313C,YNL182C,0.0246,0.1279
YLR313C,YNL189W,0.0258,0.2172
YLR313C,YNL216W,-0.1189,0.01779
YLR313C,YNL221C,-0.0056,0.4682
YLR313C,YNL221C,0.0677,0.1255
YLR313C,YNL222W,-0.0363,0.1945
YLR313C,YNL232W,0.0022,0.4825
YLR313C,YNL240C,0.2226,0.0
YLR313C,YNL245C,-0.0283,0.4043
YLR313C,YNL247W,-0.0021,0.4597
YLR313C,YNL260C,-0.0003,0.496
YLR313C,YNL261W,0.0403,1.716e-08
YLR313C,YNL262W,-0.0117,0.4682
YLR313C,YNL267W,-0.0233,0.2124
YLR313C,YNL267W,-0.0132,0.2951
YLR313C,YNL272C,-0.1351,0.005507
YLR313C,YNL282W,-0.009,0.4529
YLR313C,YNL287W,-0.0333,0.3372
YLR313C,YNL308C,0.0018,0.4899
YLR313C,YNL312W,0.0399,0.2504
YLR313C,YNR003C,0.0429,0.1561
YLR313C,YNR011C,-0.0546,0.06277
YLR313C,YNR016C,0.0032,0.4717
YLR313C,YNR016C,0.0177,0.09191
YLR313C,YNR017W,0.0555,1.579e-07
YLR313C,YNR026C,0.0055,0.4316
YLR313C,YNR026C,-0.0424,0.06692
YLR313C,YNR035C,0.0304,0.2061
YLR313C,YNR035C,0.022,0.3516
YLR313C,YNR038W,-0.0206,0.346
YLR313C,YNR043W,0.0073,0.4355
YLR313C,YNR046W,0.0059,0.3997
YLR313C,YNR053C,0.0452,0.2341
YLR313C,YNR054C,0.0058,0.4502
YLR313C,YNR054C,-0.045,0.2508
YLR313C,YOL005C,-0.0732,0.002962
YLR313C,YOL010W,0.0129,0.3269
YLR313C,YOL021C,-0.0984,0.03663
YLR313C,YOL022C,0.0162,0.2526
YLR313C,YOL034W,0.0084,0.4014
YLR313C,YOL038W,0.0351,0.1516
YLR313C,YOL040C,-0.0187,0.3293
YLR313C,YOL040C,-0.0115,0.4238
YLR313C,YOL066C,0.0141,0.4506
YLR313C,YOL069W,0.0039,0.4397
YLR313C,YOL069W,0.0219,0.2165
YLR313C,YOL077C,-0.0143,0.3546
YLR313C,YOL078W,0.003,0.4844
YLR313C,YOL094C,-0.0225,0.3715
YLR313C,YOL097C,-0.033,0.2085
YLR313C,YOL097C,0.0108,0.3057
YLR313C,YOL102C,-0.0634,0.1039
YLR313C,YOL135C,0.0006,0.492
YLR313C,YOL135C,0.0173,0.4249
YLR313C,YOL144W,-0.046,0.1887
YLR313C,YOL146W,0.0106,0.2902
YLR313C,YOL149W,0.1307,0.129
YLR313C,YOR004W,0.017,0.38
YLR313C,YOR020C,0.0237,0.3856
YLR313C,YOR046C,-0.0189,0.195
YLR313C,YOR048C,0.0494,0.3344
YLR313C,YOR056C,-0.0422,0.2147
YLR313C,YOR057W,-0.0739,0.2488
YLR313C,YOR057W,0.0317,0.2797
YLR313C,YOR057W,0.0128,0.3819
YLR313C,YOR063W,0.0427,0.2023
YLR313C,YOR063W,-0.041,0.0986
YLR313C,YOR075W,0.031,0.1878
YLR313C,YOR095C,-0.0402,0.3542
YLR313C,YOR095C,-0.015,0.3818
YLR313C,YOR103C,-0.0358,0.325
YLR313C,YOR116C,-0.1338,0.0338
YLR313C,YOR117W,0.0076,0.4448
YLR313C,YOR119C,-0.0369,0.3037
YLR313C,YOR122C,0.0359,0.3372
YLR313C,YOR122C,0.0138,0.296
YLR313C,YOR143C,-0.0281,1.338e-42
YLR313C,YOR145C,0.0612,0.1041
YLR313C,YOR149C,0.031,0.1824
YLR313C,YOR157C,-0.0435,0.2597
YLR313C,YOR159C,-0.0304,0.2866
YLR313C,YOR160W,0.1206,0.07069
YLR313C,YOR168W,0.0019,0.4847
YLR313C,YOR174W,-0.057,0.3103
YLR313C,YOR174W,0.0685,0.2921
YLR313C,YOR181W,0.0078,0.4501
YLR313C,YOR181W,-0.0571,0.1186
YLR313C,YOR194C,-0.0458,4.764e-06
YLR313C,YOR204W,-0.005,0.2881
YLR313C,YOR204W,0.0369,0.2289
YLR313C,YOR204W,0.0202,0.4173
YLR313C,YOR210W,-0.0469,0.1955
YLR313C,YOR210W,0.0363,0.3272
YLR313C,YOR217W,0.0251,0.3113
YLR313C,YOR224C,0.0133,0.2794
YLR313C,YOR232W,0.0189,0.2937
YLR313C,YOR236W,0.064,0.2069
YLR313C,YOR244W,-0.0388,0.3521
YLR313C,YOR249C,-0.0609,0.2634
YLR313C,YOR249C,0.0177,0.3422
YLR313C,YOR250C,0.0272,0.2693
YLR313C,YOR254C,-0.0008,0.4948
YLR313C,YOR259C,0.1069,4.905e-36
YLR313C,YOR259C,0.076,0.08857
YLR313C,YOR260W,0.0918,0.006157
YLR313C,YOR260W,0.0899,0.0009142
YLR313C,YOR260W,0.0126,0.3907
YLR313C,YOR261C,-0.011,0.4278
YLR313C,YOR261C,0.0609,0.1174
YLR313C,YOR262W,0.0312,0.0009515
YLR313C,YOR272W,0.0402,0.1774
YLR313C,YOR278W,-0.0137,0.3512
YLR313C,YOR281C,0.0121,0.3247
YLR313C,YOR294W,0.0001,0.4977
YLR313C,YOR310C,-0.0128,0.1642
YLR313C,YOR319W,-0.023,0.2716
YLR313C,YOR326W,0.049,0.2768
YLR313C,YOR326W,0.0518,0.1567
YLR313C,YOR335C,-0.039,0.1837
YLR313C,YOR336W,0.0397,0.1537
YLR313C,YOR340C,-0.1182,0.03165
YLR313C,YOR341W,0.0086,0.1079
YLR313C,YOR341W,0.0187,0.358
YLR313C,YOR353C,0.0049,0.4738
YLR313C,YOR353C,0.0441,0.1206
YLR313C,YOR361C,0.0094,0.4371
YLR313C,YOR362C,0.0096,0.3821
YLR313C,YOR370C,0.0399,0.3494
YLR313C,YPL010W,0.0082,0.2857
YLR313C,YPL011C,0.0273,0.355
YLR313C,YPL011C,0.0114,0.3397
YLR313C,YPL012W,0.0426,0.1217
YLR313C,YPL016W,-0.0216,0.425
YLR313C,YPL020C,0.0085,0.4412
YLR313C,YPL028W,0.0214,0.293
YLR313C,YPL043W,0.0032,0.4865
YLR313C,YPL063W,0.0275,0.07794
YLR313C,YPL076W,-0.1343,5.055e-06
YLR313C,YPL076W,0.0974,0.0372
YLR313C,YPL082C,0.0053,0.2658
YLR313C,YPL083C,-0.0463,0.04019
YLR313C,YPL083C,-0.0034,0.4668
YLR313C,YPL085W,0.0226,5.206e-06
YLR313C,YPL093W,-0.0382,0.2893
YLR313C,YPL093W,0.0221,0.3558
YLR313C,YPL094C,-0.0102,0.4359
YLR313C,YPL117C,-0.0134,0.3679
YLR313C,YPL117C,0.0328,0.2326
YLR313C,YPL122C,0.0001,0.4995
YLR313C,YPL122C,-0.0196,0.373
YLR313C,YPL124W,0.0006,0.4959
YLR313C,YPL128C,0.0217,0.3116
YLR313C,YPL131W,0.0434,0.086
YLR313C,YPL143W,0.0196,0.3082
YLR313C,YPL146C,0.0069,0.4517
YLR313C,YPL151C,0.0065,0.3972
YLR313C,YPL153C,0.0301,0.05666
YLR313C,YPL153C,0.0375,0.1113
YLR313C,YPL160W,0.0232,0.4242
YLR313C,YPL169C,0.0345,0.4092
YLR313C,YPL204W,0.0185,0.2136
YLR313C,YPL209C,-0.0006,0.4951
YLR313C,YPL209C,0.0158,0.3906
YLR313C,YPL210C,-0.0205,0.3271
YLR313C,YPL211W,-0.0436,0.2075
YLR313C,YPL217C,0.0636,0.2973
YLR313C,YPL217C,-0.0078,0.1998
YLR313C,YPL228W,0.028,0.3377
YLR313C,YPL228W,-0.0285,0.1055
YLR313C,YPL228W,-0.0342,0.2889
YLR313C,YPL231W,0.0029,0.4856
YLR313C,YPL231W,0.0769,0.03627
YLR313C,YPL231W,-0.0265,0.238
YLR313C,YPL231W,0.0157,0.269
YLR313C,YPL231W,-0.0246,0.2422
YLR313C,YPL233W,-0.0147,0.4088
YLR313C,YPL233W,0.0715,0.04797
YLR313C,YPL235W,0.0353,0.2722
YLR313C,YPL237W,-0.0221,0.3543
YLR313C,YPL242C,0.0405,0.3152
YLR313C,YPL243W,-0.0009,0.4944
YLR313C,YPL266W,-0.0291,0.2753
YLR313C,YPR016C,-0.0343,0.3743
YLR313C,YPR016C,0.0095,0.4057
YLR313C,YPR019W,-0.017,0.2649
YLR313C,YPR025C,-0.0295,0.2773
YLR313C,YPR033C,-0.0095,0.366
YLR313C,YPR035W,0.0301,0.2741
YLR313C,YPR035W,0.016,0.3963
YLR313C,YPR048W,-0.0117,0.2693
YLR313C,YPR048W,-0.0248,0.3794
YLR313C,YPR048W,-0.029,0.3134
YLR313C,YPR055W,-0.0058,0.3811
YLR313C,YPR055W,0.0045,0.4701
YLR313C,YPR056W,-0.0289,0.3148
YLR313C,YPR086W,-0.0151,0.2748
YLR313C,YPR094W,0.1099,1.325e-07
YLR313C,YPR103W,-0.0203,0.1041
YLR313C,YPR104C,0.0038,0.4774
YLR313C,YPR105C,-0.0553,0.06187
YLR313C,YPR105C,-0.0089,0.412
YLR313C,YPR105C,0.0194,0.399
YLR313C,YPR107C,0.0019,0.4922
YLR313C,YPR107C,-0.0885,0.08108
YLR313C,YPR108W,0.0168,0.3492
YLR313C,YPR112C,0.0439,0.2626
YLR313C,YPR112C,-0.0046,0.4697
YLR313C,YPR133C,-0.0069,0.4034
YLR313C,YPR137W,0.0421,0.1429
YLR313C,YPR143W,-0.0082,0.3612
YLR313C,YPR161C,-0.0385,0.351
YLR313C,YPR161C,-0.0319,0.3551
YLR313C,YPR161C,0.0124,0.4232
YLR313C,YPR162C,-0.0389,0.2352
YLR313C,YPR168W,0.0296,0.351
YLR313C,YPR169W,0.02,0.3777
YLR313C,YPR176C,0.0219,0.331
YLR313C,YPR178W,-0.0352,0.2994
YLR313C,YPR178W,-0.0076,0.3708
YLR313C,YPR180W,-0.0183,0.3869
YLR313C,YPR180W,-0.0331,0.31
